micronodo,area_oficial,faction,lat,long
Comunidade da Portelinha- Planalto Pici,DOM LUSTOSA,CV,-3.752315,-38.581788
A.P- Planalto Pici,PICI,CV,-3.752167,-38.58064
Comunidade Da Julia,DOM LUSTOSA,CV,-3.748911,-38.583626
TABULEIRO DO CATAVENTO - RUSSAS - CV,QUIXERE,CV,-4.921483,-37.98062
MULTIRÃO VELHO - RUSSAS,QUIXERE,CV,-4.919816,-37.984711
Maré ,DOM LUSTOSA,CV,-3.747764,-38.584647
Comunidade do Sossego - Quintino Cunha,QUINTINO CUNHA,CV,-3.735409,-38.598446
QUIXERÉ - ÁGUA FRIA - CV,QUIXERE,CV,-5.0310618,-38.0079324
ILHA - LIMOEIRO DO NORTE - CV,LIMOEIRO DO NORTE,CV,-5.138163,-38.104002
Alto da Paz,GRANJA LISBOA,CV,-3.791711,-38.618827
Vila Por do Sol,PARAIPABA,CV,-3.347606,-39.145056
OLHO-DA-AGUA DA BICA ,TABULEIRO DO NORTE,CV,-5.383507,-38.019736
CABEÇA PRETA - LIMOEIRO DO NORTE - CV,LIMOEIRO DO NORTE,CV,-5.152559,-38.028723
TABULEIRO DO NORTE - SEDE - CV,LIMOEIRO DO NORTE,CV,-5.235854,-38.142257
Comunidade Zé do Caldo,BOM JARDIM,CV,-3.794674,-38.600584
CENTRO - RUSSAS ,QUIXERE,CV,-4.93332,-37.972299
LUIS ALVES DE FREITAS - LIMOEIRO DO NORTE - CV,LIMOEIRO DO NORTE,CV,-5.137443,-38.098219
GIQUI - JAGUARUANA -CV,ITAIÇABA,CV,-4.768037,-37.776914
CAPIM DE ROÇA,PINDORETAMA,CV,-4.099779,-38.301051
Verdes Mares,PAPICU,CV,-3.735989,-38.477879
BOM SUCESSO - RUSSAS -  CV,QUIXERE,CV,-4.929787,-37.94913
Polígono 84,RUSSAS,CV,-4.917581,-37.988243
SANTA LUZIA - JAGUARUANA - CV,ITAIÇABA,CV,-4.841349,-37.888641
VOLTA - JAGUARUANA - CV,ITAIÇABA,CV,-4.775516,-37.799483
SÃO JOSÉ - JAGUARUANA - CV,JAGUARUANA,CV,-4.78607,-37.744143
Capim De Roça ,PINDORETAMA,CV,-4.099779,-38.301051
CORREGO DE AREIA - LIMOEIRO DO NORTE,LIMOEIRO DO NORTE,CV,-5.206389,-38.127457
SANTA LUZIA - LIMOEIRO DO NORTE,LIMOEIRO DO NORTE,CV,-5.142206,-38.0969915
Comunidade dos Plásticos - Quintino Cunha,QUINTINO CUNHA,CV,-3.734555,-38.598808
COMUNIDADE DEUS É FIEL,CAJAZEIRAS,CV,-3.8008024,-38.5127386
Favelinha- Granja Lisboa,GRANJA LISBOA,CV,-3.791529,-38.62195
Polígono 1245,PARACURU,CV,-3.4329116,-39.0259191
Comunidade do Mutirão,SIQUEIRA,CV,-3.801196,-38.629544
Guabiraba,MARACANAÚ,CV,-3.892481,-38.687864
Comunidade dos Canos - (Complexo do Vincent Pinzon),MUCURIPE,CV,-3.727256,-38.479578
Morro do Pilão (Complexo do Vicente Pinzon),MUCURIPE,CV,-3.728122,-38.477975
Terra e Mar (Complexo do Vicente Pinzon),VICENTE PINZÓN,CV,-3.726106,-38.476593
Comunidade do Mirante - Castelo Encantado ,MUCURIPE,CV,-3.724187,-38.477028
Mirante (Complexo do Vicente Pinzon),VICENTE PINZÓN,CV,-3.72425,-38.476192
Morro Do Farol - Complexo Do Vicente Pizon,VICENTE PINZÓN,CV,-3.724605,-38.47261
Buraco (Complexo do Vicente Pinzon),MUCURIPE,CV,-3.724578,-38.476976
Castelo Encantado (Complexo do Vicente Pinzon),MUCURIPE,CV,-3.723134,-38.478447
Alto Da Paz (Complexo do Vicente Pinzon),VICENTE PINZÓN,CV,-3.723862,-38.473782
Comunidade dos Trilhos,COCÓ,CV,-3.745368,-38.490489
Conj. São Pedro - Complexo Do Vicente Pizon ,VICENTE PINZÓN,CV,-3.72321,-38.46963
Morro das Placas - (Complexo do Vincent Pinzon),VICENTE PINZÓN,CV,-3.730375,-38.472096
Comunidade Joana D'arc (Complexo do Vicente Pinzon),VICENTE PINZÓN,CV,-3.729042,-38.472527
Comunidade do Muro Alto - (Complexo do Vincent Pizon),VICENTE PINZÓN,CV,-3.729393,-38.470518
Fazendinha,VICENTE PINZÓN,CV,-3.731051,-38.469753
CDD - CIDADE DOS DOIDOS,VICENTE PINZÓN,CV,-3.73051,-38.469317
Proafa - Complexo Do Vicente Pizon ,VICENTE PINZÓN,CV,-3.722159,-38.467535
Futurama,VICENTE PINZÓN,CV,-3.722695,-38.466097
Marrocos,VICENTE PINZÓN,CV,-3.723668,-38.465633
Lagoa do Coração - Complexo do Vincent Pinzon,VICENTE PINZÓN,CV,-3.729219,-38.467069
RDF,VICENTE PINZÓN,CV,-3.726181,-38.465625
Comunidade DSV,VICENTE PINZÓN,CV,-3.723154,-38.464601
Comunidade da Sardinha,VICENTE PINZÓN,CV,-3.722018,-38.465019
Comunidade Dos Trilhos,CAIS DO PORTO,CV,-3.713262,-38.471022
Comunidade do Titanzinho,CAIS DO PORTO,CV,-3.716633,-38.46494
Comunidade da Estiva,CAIS DO PORTO,CV,-3.712283,-38.470697
Comunidade da Senzala,CAIS DO PORTO,CV,-3.716648,-38.464873
Petecas ,VICENTE PINZÓN,CV,-3.727674,-38.462444
Beco Do SC,CAIS DO PORTO,CV,-3.709583,-38.46926
Comunidade Muro de Pedra - (Complexo do Vincent Pinzon),VICENTE PINZÓN,CV,-3.727578,-38.469421
Farol - Serviluz ,CAIS DO PORTO,CV,-3.70772,-38.470099
Favelinha - Serviluz ,CAIS DO PORTO,CV,-3.708073,-38.469389
Maré Alta - Serviluz,CAIS DO PORTO,CV,-3.709026,-38.467724
Conefor,CAIS DO PORTO,CV,-3.70952,-38.468298
VDM,CAIS DO PORTO,CV,-3.709176,-38.470771
Comunidade dos Pescadores,CAIS DO PORTO,CV,-3.721137,-38.465549
Beco Da Pf ,CAIS DO PORTO,CV,-3.720831,-38.463378
Comunidade do Parafuso,VICENTE PINZÓN,CV,-3.727954,-38.460705
Comunidade da VP,VICENTE PINZÓN,CV,-3.723543,-38.463109
Comunidade do Trilho (Complexo do Vicente Pinzon),MUCURIPE,CV,-3.722556,-38.479292
Beco Dos Pescadores ,CAIS DO PORTO,CV,-3.71827,-38.464829
Beco Da Fumaça ,CAIS DO PORTO,CV,-3.719171,-38.464476
Cidade 2000,CIDADE 2000,CV,-3.74751,-38.474633
Rua do Meio,CIDADE NOVA,CV,-3.840075,-38.571875
Comunidade do Índio,VARJOTA,CV,-3.734848,-38.484056
Comunidade do Cais,CAIS DO PORTO,CV,-3.717802,-38.475978
Morro do Gengibre,CIDADE 2000,CV,-3.748667,-38.465145
Cidade Jardim V,PREFEITO JOSÉ WALTER,CV,-3.831035,-38.550745
Comunidade Serviluz,CAIS DO PORTO,CV,-3.7086,-38.471029
Gleba,CIDADE 2000,CV,-3.758798,-38.471216
Piedade - Joaquim Tavora,JOAQUIM TÁVORA,CV,-3.740913,-38.521539
Barreiros,CIDADE 2000,CV,-3.754966,-38.469114
Comunidade Cidade de Deus,ALTO DA BALANÇA,CV,-3.760116,-38.517624
Lagamar,ALTO DA BALANÇA,CV,-3.760609,-38.515644
Favelinha (Lagamar),ALTO DA BALANÇA,CV,-3.760478,-38.516744
Caça e Pesca ,PRAIA DO FUTURO II,CV,-3.766003,-38.441125
Pio XII,SÃO JOÃO DO TAUAPE,CV,-3.760966,-38.509696
Ap Cidade De Deus,ALTO DA BALANÇA,CV,-3.75874,-38.517452
Conjunto Nossa Senhora de Fátima,ALTO DA BALANÇA,CV,-3.757696,-38.519528
Comunidade Dos Trilho,ALTO DA BALANÇA,CV,-3.760456,-38.513375
Beco do Piloto- Aerolândia,ALTO DA BALANÇA,CV,-3.765224,-38.510643
Barreira,BARREIRA,CV,-3.743405,-38.489978
Comunidade Da vela,VARJOTA,CV,-3.741629,-38.488688
Comunidade das Areias,PAPICU,CV,-3.742454,-38.473756
Beco da Saudade,BOM JARDIM,CV,-3.79749,-38.599794
Comunidade da Barreirinha (Alto da Balança),ALTO DA BALANÇA,CV,-3.762857,-38.512314
Alto da Balança,ALTO DA BALANÇA,CV,-3.763722,-38.517377
Favela da Peste,ALTO DA BALANÇA,CV,-3.762613,-38.514698
Aerolândia,AEROLÂNDIA,CV,-3.765256,-38.514842
Comunidade Padre Ciço,ALTO DA BALANÇA,CV,-3.762912,-38.507982
Conjunto Papicu,DE LOURDES,CV,-3.743194,-38.468853
Comunidade do Paufininho,DE LOURDES,CV,-3.743246,-38.46785
Terreno dos Padres,JOAQUIM TÁVORA,CV,-3.749417,-38.519434
Pracinha- Piedade,JOAQUIM TÁVORA,CV,-3.745584,-38.518392
Vila - Piedade,JOAQUIM TÁVORA,CV,-3.746695,-38.517657
Comunidade do Campinho (Aerolândia),ALTO DA BALANÇA,CV,-3.766748,-38.509204
Cajueiros ,CIDADE 2000,CV,-3.76091,-38.471077
Comunidade do Canal ou Mela Mela,GRANJA PORTUGAL,CV,-3.777948,-38.597954
Pau Melado ,DIONÍSIO TORRES,CV,-3.752195,-38.502296
Beco da Galinha,VARJOTA,CV,-3.737798,-38.483296
Beco do Chico Vei,VARJOTA,CV,-3.734188,-38.481024
Comunidade do Papoco,MUCURIPE,CV,-3.725095,-38.489028
Malvinas - Quintino Cunha,QUINTINO CUNHA,CV,-3.727054,-38.598093
Comunidade Dos Coqueiros - Mucuripe,MUCURIPE,CV,-3.724772,-38.480667
Pracinha Saporé,MUCURIPE,CV,-3.724493,-38.483378
Vila São Miguel,VARJOTA,CV,-3.731453,-38.486092
Beco do 12 ,VARJOTA,CV,-3.733164,-38.488173
Ponte ,SÃO JOÃO DO TAUAPE,CV,-3.754355,-38.503564
Vila Manuel Sátiro,MANOEL SÁTIRO,CV,-3.7949153,-38.5826144
Vila São Vicente,VARJOTA,CV,-3.730097,-38.487967
Vila Nova,MUCURIPE,CV,-3.727462,-38.481855
Saporé,MUCURIPE,CV,-3.724773,-38.482628
Vila Do Amor - Vila Peri,VILA PERI,CV,-3.78716,-38.575495
São Mateus,VARJOTA,CV,-3.729174,-38.48834
Parque Santa Fé,MARACANAÚ,CV,-3.896566,-38.685962
Beco da santos Dumont,PAPICU,CV,-3.74266,-38.475822
Rocinha,EDSON QUEIROZ,CV,-3.775406,-38.475729
Beco do Jucá,EDSON QUEIROZ,CV,-3.768652,-38.47308
Rua da Feira,EDSON QUEIROZ,CV,-3.772436,-38.473345
GS,EDSON QUEIROZ,CV,-3.771534,-38.474645
Comunidade do Cal,CAJAZEIRAS,CV,-3.808752,-38.516118
Comunidade do Moranguinho do Edson Queiroz,EDSON QUEIROZ,CV,-3.772554,-38.474536
Barroso ll,PASSARÉ,CV,-3.814986,-38.522401
Sem Terra,EDSON QUEIROZ,CV,-3.776459,-38.470168
Favela da RB - Barroso ll,PASSARÉ,CV,-3.814211,-38.522111
Vilinha B2,PASSARÉ,CV,-3.809073,-38.526153
Novo Barroso,PASSARÉ,CV,-3.814118,-38.525702
Babilônia ,PASSARÉ,CV,-3.81912,-38.527091
Campo Do Baleia - Barroso ll,PASSARÉ,CV,-3.82025,-38.527276
Cajueiro - Tanques,MARANGUAPE,CV,-4.051771,-38.822713
Rua do Meio - Barroso ll,PASSARÉ,CV,-3.813209,-38.527456
Vila Peri,VILA PERI,CV,-3.795037,-38.586038
As Travessas - Barroso ll,BARROSO,CV,-3.817115,-38.5218
Favela do Cano,CIDADE NOVA,CV,-3.841713,-38.564924
Favela do Rato - Barroso ll,PASSARÉ,CV,-3.81906,-38.526316
Vila Centenário,IGUATU,CV,-6.368525,-39.306461
Favela de Baixo - Barroso ll,BARROSO,CV,-3.820607,-38.521246
Favela do Tatu,ALTO DA BALANÇA,CV,-3.761784,-38.517004
Bairro 7 de Setembro,IGUATU,CV,-6.366546,-39.304662
Rua Sousa Pinto,ALTO DA BALANÇA,CV,-3.762321,-38.515698
Comunidade no bairro Tamandaré,JANGURUSSU,CV,-3.838601,-38.510916
TABULEIRO,IGUATU,CV,-6.350098,-39.296768
Vila Bincel,JANGURUSSU,CV,-3.837142,-38.511919
JARDIM OASIS,IGUATU,CV,-6.35471,-39.317494
Cocobó,IGUATU,CV,-6.370269,-39.30629
Jardim Castelão l,PASSARÉ,CV,-3.818404,-38.528504
FLORES,IGUATU,CV,-6.358324,-39.301089
Veneza,IGUATU,CV,-6.365139,-39.306453
Guajiru,IPARANA,CV,-3.696147,-38.640404
Conjunto Industrial,IGUATU,CV,-6.36446,-39.313426
Areias II,IGUATU,CV,-6.346092,-39.318851
COHAB III,IGUATU,CV,-6.367139,-39.313429
COHAB I,IGUATU,CV,-6.370221,-39.313874
João Paulo II,IGUATU,CV,-6.333974,-39.31695
SANTO ANTÔNIO,IGUATU,CV,-6.3671258,-39.2998836
PRADO,IGUATU,CV,-6.3648654,-39.2964933
ALTO DO JUCÁ,IGUATU,CV,-6.3726525,-39.2939462
QUIXELÔ,QUIXELÔ,CV,-6.250874,-39.200588
BRASÍLIA,IGUATU,CV,-6.3514862,-39.3011495
PARANÁ,IGUATU,CV,-6.3464959,-39.3035408
AREIAS I,IGUATU,CV,-6.355034,-39.3065813
Alto do Tor,JUCÁS,CV,-6.523776,-39.538768
Cidade Jardim I,PREFEITO JOSÉ WALTER,CV,-3.824488,-38.550442
CHAPADINHA,IGUATU,CV,-6.374929,-39.2659357
JUCÁS - Buraco da Gia,JUCÁS,CV,-6.518917,-39.524719
BARREIRAS,IGUATU,CV,-6.3167152,-39.3352889
GADELHA,IGUATU,CV,-6.4124843,-39.2840336
Polígono 1397,IGUATU,CV,-6.3279695,-39.3268915
VILA DOS COQUEIROS,IGUATU,CV,-6.3831229,-39.3086488
COHAB II,IGUATU,CV,-6.367491,-39.313928
FOMENTO,IGUATU,CV,-6.3894,-39.3001444
Favela da Catita,PACATUBA,CV,-3.918508,-38.598524
Favela do Verdão,PACATUBA,CV,-3.918101,-38.602931
Pavuna,PACATUBA,CV,-3.912418,-38.594955
Renê Lucena,BREJO SANTO,CV,-7.484341,-39.00683
Sítio Crack,VILA PERI,CV,-3.788602,-38.574185
Beco do Boi,PASSARÉ,CV,-3.822548,-38.531916
Vila Rolim - Boa Vista,DIAS MACÊDO,CV,-3.788786,-38.516834
Rua da Lama,BOA VISTA/CASTELÃO,CV,-3.794171,-38.51745
Gavião/Mata Galinha - Boa Vista,BOA VISTA/CASTELÃO,CV,-3.79815,-38.515178
Sem Terra,MANOEL SÁTIRO,CV,-3.795841,-38.574689
Espinho ,LIMOEIRO DO NORTE,CV,-5.110831,-38.136219
Alto do Bode,SENADOR POMPEU,CV,-5.586218,-39.377503
Cidade de Deus 2,PARQUE SANTA MARIA,CV,-3.842917,-38.502755
Nova Brasilia ,JAGUARIBE,CV,-5.90227,-38.624716
30 de Abril,BOA VISTA/CASTELÃO,CV,-3.802703,-38.521361
Praia Caetanos,AMONTADA,CV,-3.076651,-39.566011
Marinheiros,TRAIRI,CV,-3.1690165,-39.4793684
Beleza - Parambu,PARAMBU,CV,-6.207472,-40.697564
Planalto - Parambu,PARAMBU,CV,-6.212136,-40.700448
Vila Nova - Parambu,PARAMBU,CV,-6.217202,-40.705493
Caixa D'Água - Parambu,PARAMBU,CV,-6.213018,-40.703075
Bairro Brasília - Parambu,PARAMBU,CV,-6.216089,-40.69532
CIDADE UNIVERSITÁRIA - RUSSAS ,QUIXERE,CV,-4.942618,-37.975688
VILA MATOSO - RUSSAS ,QUIXERE,CV,-4.94552,-37.972088
ALTO SÃO JOÃO - RUSSAS,QUIXERE,CV,-4.941047,-37.999439
IPIRANGA - RUSSAS ,QUIXERE,CV,-4.950027,-37.98068
CATUMBELA - RUSSAS ,QUIXERE,CV,-4.94319,-37.979794
AEROPORTO - RUSSAS ,QUIXERE,CV,-4.941811,-38.003668
COMUNIDADE BACIA SECA,MANOEL SÁTIRO,CV,-3.7979927,-38.5821627
CPP - COMUNIDADE COMANDO DOS PIVETES PIRADOS OU HIPERCRÉDITO,PARQUE SĂO JOSÉ,CV,-3.7982791,-38.5857007
Santa Terezinha ,PARQUE SĂO JOSÉ,CV,-3.789916,-38.589068
Favela dos Canos,PARQUE SĂO JOSÉ,CV,-3.801728,-38.592222
Fazendinha,CONJUNTO ESPERANÇA,CV,-3.806715,-38.59413
Comunidade Vertical,PARQUE SĂO JOSÉ,CV,-3.803385,-38.591508
Favela da Gv,PARQUE SĂO JOSÉ,CV,-3.801238,-38.59159
Comunidade do Buraco,SIQUEIRA,CV,-3.803502,-38.614426
Paraíso Verde,SIQUEIRA,CV,-3.813681,-38.620471
Parque São João,SIQUEIRA,CV,-3.80904,-38.627134
Jari,SIQUEIRA,CV,-3.819032,-38.631454
Parque São José,PARQUE SĂO JOSÉ,CV,-3.794607,-38.589552
JATOBÁ,SIQUEIRA,CV,-3.812779,-38.6353263
SIQUEIRA,SIQUEIRA,CV,-3.813681,-38.620471
Favela do Urubu,CANINDEZINHO,CV,-3.80357,-38.608936
Jari - Maracanaú,SIQUEIRA,CV,-3.819028,-38.631429
Loteamento Jatobá,SIQUEIRA,CV,-3.80904,-38.626978
Invasão ,SIQUEIRA,CV,-3.808445,-38.612608
AP DO JATOBÁ - JARDIM DO EDEM,SIQUEIRA,CV,-3.7985154,-38.6312022
Conjunto José Euclides,JANGURUSSU,CV,-3.851316,-38.517305
JOSÉ EUCLIDES,JANGURUSSU,CV,-3.850539,-38.51926
Favela do Seu Geraldo,JANGURUSSU,CV,-3.84278,-38.508798
Conjunto Habitacional Orgulho do Ceará,DIF III,CV,-3.85874,-38.55461
Favela do Preá,JANGURUSSU,CV,-3.841261,-38.508227
Favela do Cajueiro,JANGURUSSU,CV,-3.844741,-38.507393
Comunidade da Galileia,ENGENHEIRO LUCIANO CAVALCANTE,CV,-3.771008,-38.487866
Comunidade da Marica,JARDIM DAS OLIVEIRAS,CV,-3.774786,-38.499595
Pindorama,SALINAS,CV,-3.7711,-38.501942
Brooklyn ,SALINAS,CV,-3.768779,-38.498957
Paraíso Verde,SALINAS,CV,-3.768629,-38.497298
Comunidade da Cidade Nobre,JANGURUSSU,CV,-3.833415,-38.506259
Vila verde,JARDIM DAS OLIVEIRAS,CV,-3.78152,-38.500504
Conjunto Tasso,JARDIM DAS OLIVEIRAS,CV,-3.776033,-38.505952
Comunidade do Santo Afonso,JARDIM DAS OLIVEIRAS,CV,-3.774451,-38.505674
Zeza,JARDIM DAS OLIVEIRAS,CV,-3.782025,-38.504384
Polo - Tancredo Neves ,JARDIM DAS OLIVEIRAS,CV,-3.782627,-38.510372
Comunidade da 25 ,JARDIM DAS OLIVEIRAS,CV,-3.779915,-38.505227
Rua do Catole ,JARDIM DAS OLIVEIRAS,CV,-3.782696,-38.503824
Comunidade da 50tinha,JARDIM DAS OLIVEIRAS,CV,-3.779131,-38.504243
Rua da Granja,JARDIM DAS OLIVEIRAS,CV,-3.778897,-38.50259
Tancredo Neves ,JARDIM DAS OLIVEIRAS,CV,-3.782417,-38.510307
Favela da Maiqueira,AEROLÂNDIA,CV,-3.774297,-38.506936
Comunidade do Cimpelco (Complexo da Barra do Ceará),BARRA DO CEARÁ,CV,-3.701358,-38.575389
Coloral,JARDIM DAS OLIVEIRAS,CV,-3.785465,-38.509588
Cracôlandia,JARDIM DAS OLIVEIRAS,CV,-3.778687,-38.502553
Comunidade dos Índios,CANINDEZINHO,CV,-3.807354,-38.596921
Vila Nova - Maracanaú,ALTO ALEGRE II,CV,-3.832819,-38.639547
Loteamento Osório de Paiva,SIQUEIRA,CV,-3.822845,-38.63379
Jari - Maracanaú,SIQUEIRA,CV,-3.813544,-38.638032
Jagatá ,JANGURUSSU,CV,-3.850515,-38.51933
Fronteira ,PARQUE SANTA MARIA,CV,-3.848431,-38.503613
Sem Terra,GUAJERU,CV,-3.836628,-38.486125
Residencial Luiz Gonzaga,ANCURI,CV,-3.856327,-38.511192
Conjunto Patativa do Assaré,JANGURUSSU,CV,-3.85496,-38.516262
Maria Tomásia - Jangurussu,CONJUNTO PALMEIRAS,CV,-3.854811,-38.521481
Sitio São João,JANGURUSSU,CV,-3.848609,-38.518471
Vilinha,ANCURI,CV,-3.856966,-38.515981
Casinhas do Maria Tomasia,JANGURUSSU,CV,-3.855137,-38.516276
Nova esperança - Pajuçara,DIF III,CV,-3.855979,-38.553718
Bom Jesus - Maracanaú,SIQUEIRA,CV,-3.81383,-38.636316
12,VILA VELHA,CV,-3.710662,-38.593627
Comunidade do Canção ,VILA VELHA,CV,-3.714707,-38.604056
Casinhas ,VILA VELHA,CV,-3.712376,-38.60351
Comunidade O.R,VILA VELHA,CV,-3.71467,-38.604257
Estradinha do Garfanhotos - Vila Velha,VILA VELHA,CV,-3.707995,-38.598953
Comunidade Gafanhotos,VILA VELHA,CV,-3.711988,-38.605024
Parque Leblon,PARQUE LEBLON,CV,-3.696136,-38.607358
Favela da Cirandar,BARRA DO CEARÁ,CV,-3.70308,-38.572849
4 Varas,BARRA DO CEARÁ,CV,-3.699739,-38.574713
Mutirão,CRISTO REDENTOR,CV,-3.703483,-38.570273
Colônia ,BARRA DO CEARÁ,CV,-3.704288,-38.574198
Canal (Complexo da Barra do Ceará),BARRA DO CEARÁ,CV,-3.702103,-38.578025
Comunidade do HX ,BARRA DO CEARÁ,CV,-3.702769,-38.581554
Condomínio da 6 (Complexo da Barra do Ceará),BARRA DO CEARÁ,CV,-3.703131,-38.576149
Comunidade dos Coqueiros (Complexo da Barra do Ceará),CRISTO REDENTOR,CV,-3.702653,-38.572083
Morro do Grêmio ,BARRA DO CEARÁ,CV,-3.698288,-38.57923
Beco da Pompeia,BARRA DO CEARÁ,CV,-3.702283,-38.579026
Comunidade do Canal - Vila Velha,VILA VELHA,CV,-3.714337,-38.605597
Favela do Bical,BARRA DO CEARÁ,CV,-3.703525,-38.5751
Favela da 3P,BARRA DO CEARÁ,CV,-3.701367,-38.573113
Goiabeiras ,BARRA DO CEARÁ,CV,-3.697339,-38.577764
B13 - (Complexo da Barra do Ceará),BARRA DO CEARÁ,CV,-3.706414,-38.574001
Laje da Colônia ,CRISTO REDENTOR,CV,-3.707533,-38.569326
Jambalaia / Morro do Falcão,CRISTO REDENTOR,CV,-3.705037,-38.567701
Morro da Colônia (Complexo da Barra do Ceará),CRISTO REDENTOR,CV,-3.704517,-38.571998
Cristo Redentor Colônia - (Complexo Da Barra Do Ceará),CRISTO REDENTOR,CV,-3.705855,-38.566653
Fronteira (Complexo da Barra do Ceará),CRISTO REDENTOR,CV,-3.705698,-38.56558
Pantanalzinho,PARQUE MANIBURA,CV,-3.789332,-38.486658
Vila cazumba ,JARDIM DAS OLIVEIRAS,CV,-3.787104,-38.504617
Travessa,PARQUE MANIBURA,CV,-3.788358,-38.486321
CASARÃO DE FESTAS,PARQUE MANIBURA,CV,-3.7893849,-38.4831
CASARÃO / RUA DO MEIO,PARQUE MANIBURA,CV,-3.7902803,-38.4869887
Beco do Kaleb,PARQUE MANIBURA,CV,-3.790206,-38.486865
Favela do Pantanal,PARQUE MANIBURA,CV,-3.789353,-38.491764
Jari,URUCUTUBA,CV,-3.79633,-38.647562
Favela Do 18 ,ALTO ALEGRE II,CV,-3.827346,-38.626589
Vila da Paz,ALTO ALEGRE II,CV,-3.84508,-38.608161
Campo do Ganso,ALTO ALEGRE II,CV,-3.845434,-38.61088
Parque tijuca,ALTO ALEGRE II,CV,-3.844018,-38.626392
Jagatá - Maracanaú,ALTO ALEGRE II,CV,-3.831462,-38.620447
Alto da Mangueira - Maracanaú,MARACANAÚ,CV,-3.886984,-38.635924
Maracananzinho,MARACANAÚ,CV,-3.866151,-38.636023
Multirão - Maracanaú,MARACANAÚ,CV,-3.888536,-38.637398
Ouro preto,MARACANAÚ,CV,-3.869997,-38.621834
Piratininga,MARACANAÚ,CV,-3.864243,-38.628058
Jereissati Setor A - Maracanaú,MARACANAÚ,CV,-3.8714,-38.618167
Coqueiral - Maracanaú,MARACANAÚ,CV,-3.869676,-38.622077
Horto,MARACANAÚ,CV,-3.904241,-38.621371
Passarela ,MARACANAÚ,CV,-3.880358,-38.622398
Planalto Verde,MARACANAÚ,CV,-3.903584,-38.62147
Olho D’Água,MARACANAÚ,CV,-3.914306,-38.629382
Residencial Dummar 2,MARACANAÚ,CV,-3.880321,-38.597935
Favela Da Lagoa,MARACANAÚ,CV,-3.87571,-38.628237
Jardim Bandeirantes,INDUSTRIAL,CV,-3.86809,-38.592729
Novo Maracanaú,MARACANAÚ,CV,-3.86215,-38.624118
Boa Esperança - Pajuçara,CIDADE NOVA,CV,-3.851984,-38.580208
Pajuçara,CIDADE NOVA,CV,-3.852854,-38.586349
Comunidade do Flamenguinho - Pajuçara,CIDADE NOVA,CV,-3.858228,-38.576059
Comunidade dos Macacos - Pajuçara,CIDADE NOVA,CV,-3.859169,-38.586955
Comunidade do Canal - Pajuçara,CIDADE NOVA,CV,-3.865005,-38.579042
Comunidade do Museu - Pajuçara,CIDADE NOVA,CV,-3.863905,-38.583192
Areá verde - Pajuçara,CIDADE NOVA,CV,-3.869488,-38.587924
Jereissati Setor B - Maracanaú,MARACANAÚ,CV,-3.876918,-38.610217
Sem Terra,CIDADE NOVA,CV,-3.872364,-38.587237
Jereissati Setor C - Maracanaú,MARACANAÚ,CV,-3.878646,-38.614067
Timbó,MARACANAÚ,CV,-3.873031,-38.612558
Barragem Santo Antônio ,PACATUBA,CV,-3.935672,-38.644873
Residencial Dummar 3,MARACANAÚ,CV,-3.879163,-38.596705
Residencial Dummar 1,MARACANAÚ,CV,-3.88007,-38.598877
Rua do trilho,MARACANAÚ,CV,-3.880472,-38.626278
Jereissati Setor D - Maracanaú,MARACANAÚ,CV,-3.885556,-38.619667
Boa Vista - Maracanaú,MARACANAÚ,CV,-3.889482,-38.621286
Jereissati Setor E - Maracanaú,MARACANAÚ,CV,-3.884363,-38.616035
Vila Cabral,EUSÉBIO,CV,-3.883758,-38.4089
Conjunto Vitoria - Pajuçara,CIDADE NOVA,CV,-3.857992,-38.576853
Parque Jerusalém,CANINDEZINHO,CV,-3.807369,-38.6044
Estação - Boa Vista ,MARACANAÚ,CV,-3.886646,-38.624357
Piranha,EUSÉBIO,CV,-3.883381,-38.418771
Tupuiú,EUSÉBIO,CV,-3.874967,-38.411466
Autódromo,EUSÉBIO,CV,-3.894992,-38.463504
Jacundá ,EUSÉBIO,CV,-3.882537,-38.41778
Vila da Prata,EUSÉBIO,CV,-3.892108,-38.454549
Santo Antônio,PEDRAS,CV,-3.888014,-38.501663
Novo Portugal,EUSÉBIO,CV,-3.88192,-38.427962
Parnamirim 2,EUSÉBIO,CV,-3.884737,-38.458204
Favela da Portelinha,CANINDEZINHO,CV,-3.807867,-38.598992
Comunidade dos Canos - Jerusalém,PARQUE SĂO JOSÉ,CV,-3.80144,-38.595019
Inferninho,PRECABURA,CV,-3.840551,-38.436812
Vila São Francisco,PRECABURA,CV,-3.83694,-38.441118
Gruta - Aquiraz,AQUIRAZ,CV,-3.907404,-38.386404
Águas Belas,PINDORETAMA,CV,-4.047219,-38.190379
Iguapé,AQUIRAZ,CV,-3.94225,-38.298661
Pratius ll,PINDORETAMA,CV,-4.032829,-38.257992
Pindoba,EUSÉBIO,CV,-3.896739,-38.417806
Praia do Batoque,PINDORETAMA,CV,-3.994269,-38.242504
Patacas,AQUIRAZ,CV,-3.99302,-38.345882
Tapera de Aquiraz,AQUIRAZ,CV,-3.944111,-38.353794
Caponga,PINDORETAMA,CV,-4.036124,-38.204216
Novo iguape,AQUIRAZ,CV,-3.942079,-38.308964
Buriti,PACAJUS,CV,-4.176942,-38.482886
Pratius l,PINDORETAMA,CV,-4.033864,-38.270054
Barro preto,PINDORETAMA,CV,-3.949755,-38.278138
