Controle,Data,Natureza,BairroOcor,bairro_norm,CidadeOcor,total_armas_cache,total_drogas_cache,Dinheiro_Apreendido,lat_ibge,long_ibge
29430,2024-10-07,TRÁFICO DE DROGAS,Morro Branco,Moura Brasil,Beberibe,0,21.0,,,
29431,2024-10-07,TRÁFICO DE DROGAS,Icaraí,Cararu,Caucaia,0,5.0,,,
29432,2024-10-07,TRÁFICO DE DROGAS; POSSE DE DROGA PARA CONSUMO - Art. 28/ Lei nº 11.343/2006,Alto da Bela Vista,Alto Da Balança,Mauriti,0,100.0,71.0,,
29433,2024-10-07,POSSE DE DROGA PARA CONSUMO - Art. 28/ Lei nº 11.343/2006; TRÁFICO DE DROGAS,Centro,Centro,Paracuru,0,10.2,407.0,,
29434,2024-10-07,RECEPTAÇÃO - Art. 180/CPB,Zona Rural,Granja Portugal,Lavras da Mangabeira,0,0.0,,,
29435,2024-10-07,FURTO - Art. 155/CPB,Parque Iracema,Parque Iracema,Maranguape,0,0.0,,,
29436,2024-10-07,TRÁFICO DE DROGAS,Pedrinhas,Pedras,Juazeiro do Norte,0,23.9,511.95,,
29437,2024-10-07,TRÁFICO DE DROGAS,Macapá,Aracapé,Beberibe,0,14.0,41.0,,
29438,2024-10-07,TRÁFICO DE DROGAS,Paria do Peroba,Cais Do Porto,Icapuí,0,73.0,59.0,,
29439,2024-10-07,ESTUPRO DE VULNERÁVEL - Art. 217A/CPB,Recreação,Precabura,Mombaça,0,0.0,,,
29440,2024-10-07,VEÍCULO CLONADO,Siqueira,Siqueira,Fortaleza,0,0.0,,,
29441,2024-10-07,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Seminário,Centro,Crato,1,0.0,,,
29442,2024-10-07,VEÍCULO LOCALIZADO,Vila Manoel Sátiro,Manoel Sátiro,Fortaleza,0,0.0,,,
29443,2024-10-07,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO; TRÁFICO DE DROGAS,Gameleira,Ellery,Horizonte,1,4080.0,,,
29445,2024-10-07,ROUBO,Centro,Centro,Porteiras,0,0.0,,,
29446,2024-10-08,MANDADO DE PRISÃO,Genibaú,Genibaú,Fortaleza,0,0.0,,,
29447,2024-10-08,APRESENTAÇÃO E APREENSÃO DE DROGAS,Bom Jardim,Bom Jardim,Fortaleza,0,128.0,,,
29448,2024-10-08,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Campo Velho,Vila Velha,Crateús,1,0.0,,,
29449,2024-10-08,APRESENTAÇÃO E APRRENSÃO DE OBJETOS,Centro,Centro,Icapuí,0,0.0,20.0,,
29450,2024-10-08,VEÍCULO CLONADO,Vicente Pinzon,Vicente Pinzón,Fortaleza,0,0.0,,,
29451,2024-10-08,TRÁFICO DE DROGAS,Parque Leblon,Parquelândia,Caucaia,0,28.0,60.0,,
29452,2024-10-08,APRESENTAÇÃO E APREENSÃO DE DROGAS,Moura Brasil,Moura Brasil,Fortaleza,0,5500.0,,,
29453,2024-10-08,FURTO - Art. 155/CPB,Centro,Centro,Jaguaruana,0,0.0,,,
29454,2024-10-08,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Caririaçu,2,0.0,,,
29455,2024-10-08,VEÍCULO CLONADO,Lajes,Cajazeiras,Baturité,0,0.0,,,
29456,2024-10-08,RECEPTAÇÃO - Art. 180/CPB,Curiaca,Curió,Quixadá,0,0.0,,,
29457,2024-10-08,APRESENTAÇÃO E APREENSÃO DE DROGAS,Aerolandia,Aerolândia,Fortaleza,0,95.0,,,
29458,2024-10-08,MANDADO DE PRISÃO,Rodolfo Teófilo,Rodolfo Teófilo,Fortaleza,0,0.0,,,
29459,2024-10-08,ROUBO DE VEÍCULO - Art. 157/COM,José Walter,Prefeito José Walter,Fortaleza,0,0.0,,,
29460,2024-10-08,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; APRESENTAÇÃO E APREENSÃO DE DROGAS,Pindoretama,Pirambu,Pindoretama,1,50.0,,,
29461,2024-10-08,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Conjunto Vila Paz,Conjunto Palmeiras,Maracanaú,1,0.0,,,
29463,2024-10-08,APRESENTAÇÃO E APREENSÃO DE DROGAS,"Fumaça, Caponga",Maraponga,Cascavel,0,138.0,,,
29464,2024-10-09,MANDADO DE PRISÃO,Centro,Centro,Sobral,0,0.0,,,
29465,2024-10-09,VEÍCULO LOCALIZADO,Vicente Pinzon,Vicente Pinzón,Fortaleza,0,0.0,,,
29466,2024-10-09,MANDADO DE PRISÃO,Parque São José,Parque Săo José,Fortaleza,0,0.0,,,
29467,2024-10-09,APRESENTAÇÃO E APREENSÃO DE DROGAS,Salinas,Salinas,Fortaleza,0,157.8,,,
29468,2024-10-09,MANDADO DE PRISÃO,Santa Úrsula,Parque Santa Rosa,Pedra Branca,0,0.0,70.0,,
29469,2024-10-09,PORTE ILEGAL DE ARMA DE FOGO DE USO RESTRITO - Art. 16/Lei nº 10.826/2003,Granja Portugal,Granja Portugal,Fortaleza,1,0.0,,,
29471,2024-10-09,MANDADO DE PRISÃO,Centro,Centro,Ubajara,0,0.0,,,
29472,2024-10-09,VEÍCULO CLONADO,Centro,Centro,Acopiara,0,0.0,,,
29473,2024-10-09,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Taíba,Itaoca,São Gonçalo do Amarante,0,0.0,,,
29474,2024-10-09,MANDADO DE PRISÃO,Centro,Centro,Paracuru,0,0.0,,,
29476,2024-10-09,TRÁFICO DE DROGAS,Tabatinga,Maraponga,Maranguape,0,397.0,,,
29477,2024-10-09,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Zona Rural,Granja Portugal,Aracoiaba,0,0.0,,,
29478,2024-10-09,MANDADO DE PRISÃO,Maratoan,Maraponga,Crateús,0,0.0,,,
29479,2024-10-09,VEÍCULO LOCALIZADO,Vicente Pinzon,Vicente Pinzón,Fortaleza,0,0.0,15.0,,
29480,2024-10-09,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Centro,Centro,Quixeramobim,0,0.0,,,
29481,2024-10-09,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; APRESENTAÇÃO E APREENSÃO DE DROGAS,Zona Rural,Granja Portugal,Tururu,1,6.0,,,
29482,2024-10-09,ROUBO DE VEÍCULO - Art. 157/COM; POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Zona Rural,Granja Portugal,Icó,1,0.0,,,
29483,2024-10-09,TRÁFICO DE DROGAS; ASSOCIAÇÃO AO TRÁFICO DE DROGAS - Art. 35/Lei nº 11.343/2006,Canindezinho,Canindezinho,Fortaleza,0,108.0,170.0,,
29484,2024-10-10,VEÍCULO LOCALIZADO,Granja Lisboa,Granja Lisboa,Fortaleza,0,0.0,,,
29485,2024-10-10,MANDADO DE PRISÃO,Centro,Centro,Paracuru,0,0.0,,,
29488,2024-10-10,DESOBEDIÊNCIA - Art. 330/CPB; DIRIGIR VEÍCULO AUTOMOTOR SEM HABILITAÇÃO - Art. 309/CTB,Fátima I,Fátima,Crateús,0,5.1,,,
29489,2024-10-10,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Pasta Branca,Alto Da Balança,Jaguaruana,1,0.0,,,
29490,2024-10-10,APRESENTAÇÃO E APREENSÃO DE DROGAS,Cabra Morta,Cararu,Paracuru,0,24.0,,,
29491,2024-10-10,VEÍCULO LOCALIZADO,Baixa da Abelha,Vila Velha,Chorozinho,0,0.0,,,
29492,2024-10-10,VEÍCULO CLONADO,Cohabi,Coaçu,Santa Quitéria,0,0.0,,,
29495,2024-10-10,FURTO - Art. 155/CPB,Centro,Centro,Várzea Alegre,0,0.0,,,
29497,2024-10-10,APRESENTAÇÃO E APREENSÃO DE DROGAS,Bom Jardim,Bom Jardim,Fortaleza,0,18.0,10.0,,
29498,2024-10-10,APRESENTAÇÃO E APREENSÃO DE DROGAS,Ancuri,Ancuri,Itaitinga,0,385.0,,,
29499,2024-10-10,MANDADO DE PRISÃO,Bom Jardim,Bom Jardim,Fortaleza,0,0.0,,,
29500,2024-10-10,APRESENTAÇÃO E APREENSÃO DE DROGAS,Curió,Curió,Fortaleza,0,45.0,45.0,,
29501,2024-10-10,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Acopiara,3,0.0,,,
29502,2024-10-10,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Ruazinha,Serrinha,Marco,1,0.0,,,
29503,2024-10-10,TRÁFICO DE DROGAS,Centro,Centro,Ibiapina,0,29.0,,,
29505,2024-10-10,TRÁFICO DE DROGAS; POSSE ILEGAL DE MUNIÇÃO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Monte Azul,Monte Castelo,Tamboril,0,17.0,125.5,,
29506,2024-10-10,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Vila Recreio,Vila Peri,Mombaça,0,0.0,,,
29508,2024-10-11,APRESENTAÇÃO E APREENSÃO DE DROGAS,Centro,Centro,Paracuru,0,12.0,,,
29509,2024-10-11,MANDADO DE PRISÃO,Alto da Brasília,Alto Da Balança,Sobral,0,0.0,,,
29510,2024-10-11,APRESENTAÇÃO E APREENSÃO DE DROGAS,Monte Castelo,Monte Castelo,Fortaleza,0,22.0,,,
29511,2024-10-11,APRESENTAÇÃO E APREENSÃO DE DROGAS,Padre Andrade,Padre Andrade,Fortaleza,0,25.0,,,
29513,2024-10-11,TRÁFICO DE DROGAS,Conjunto Nova Esperança,Conjunto Esperança,Paracuru,0,27.0,714.0,,
29514,2024-10-11,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Palestina,Paupina,São Gonçalo do Amarante,1,0.0,,,
29516,2024-10-11,RECEPTAÇÃO - Art. 180/CPB,Mangabeira,Parangaba,Lavras da Mangabeira,0,0.0,,,
29517,2024-10-11,DESACATO - Art. 331/CPB,Parque Albano,Parque Araxá,Caucaia,0,0.0,,,
29518,2024-10-11,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Zona Rural,Granja Portugal,Santa Quitéria,1,0.0,,,
29519,2024-10-11,FURTO - Art. 155/CPB,Flores,Floresta,Iguatu,0,0.0,,,
29520,2024-10-11,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Antônio Miguel,Antônio Bezerra,Itaitinga,1,0.0,,,
29521,2024-10-11,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; APRESENTAÇÃO E APREENSÃO DE DROGAS,Santa Casa,Parque Santa Rosa,Sobral,1,712.0,174.0,,
29522,2024-10-11,MANDADO DE PRISÃO,Matadouro,Praia Do Futuro I,Quixeramobim,0,0.0,,,
29523,2024-10-11,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Santana do Acaraú,1,0.0,,,
29524,2024-10-11,APRESENTAÇÃO E APRRENSÃO DE OBJETOS,Zona Rural,Granja Portugal,Granja,0,0.0,,,
29525,2024-10-11,TRÁFICO DE DROGAS,Jangurussu,Jangurussu,Fortaleza,0,16.0,4.1,,
29526,2024-10-11,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; APRESENTAÇÃO E APREENSÃO DE DROGAS,Aldeia,Aldeota,Pacajus,1,7.0,,,
29527,2024-10-11,APRESENTAÇÃO E APRRENSÃO DE OBJETOS,Monumento,Mondubim,Baturité,0,0.0,,,
29528,2024-10-11,TRÁFICO DE DROGAS; POSSE ILEGAL DE MUNIÇÃO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Mataquiri,Ancuri,Cascavel,0,946.0,50.25,,
29529,2024-10-11,MANDADO DE PRISÃO,Centro,Centro,Poranga,0,0.0,,,
29530,2024-10-11,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Guaribas,Sabiaguaba,São Gonçalo do Amarante,1,0.0,,,
29531,2024-10-11,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; APRESENTAÇÃO E APREENSÃO DE DROGAS,Canindezinho,Canindezinho,Fortaleza,1,21.0,,,
29532,2024-10-11,TRÁFICO DE DROGAS,Araçá,Cararu,Aurora,0,910.0,110.0,,
29533,2024-10-11,TRÁFICO DE DROGAS,São João,São João Do Tauape,Ibiapina,0,73.0,929.3,,
29534,2024-10-11,ROUBO,Zona Rural,Granja Portugal,Sobral,0,0.0,115.1,,
29535,2024-10-11,LESÃO CORPORAL - Art. 129/CPB; DESACATO - Art. 331/CPB; RESISTÊNCIA - Art. 329/CPB,Padre Vieira,Padre Andrade,Viçosa do Ceará,0,0.0,,,
29536,2024-10-11,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,COAB,Coaçu,Orós,1,0.0,,,
29537,2024-10-12,FURTO - Art. 155/CPB,Bonsucesso,Bonsucesso,Fortaleza,0,0.0,,,
29538,2024-10-12,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Guajiru,Guajeru,Caucaia,1,0.0,,,
29539,2024-10-12,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Antônio Bezerra,Antônio Bezerra,Fortaleza,1,15.0,,,
29540,2024-10-12,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Parque Tijuca,Parque Iracema,Maracanaú,1,0.0,,,
29541,2024-10-12,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Vizente Pizon,Vicente Pinzón,Fortaleza,0,0.0,,,
29542,2024-10-12,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; APRESENTAÇÃO E APREENSÃO DE DROGAS,Dom Espeto,Dom Lustosa,Sobral,1,210.0,68.0,,
29543,2024-10-12,VEÍCULO LOCALIZADO,Zona Rural,Granja Portugal,Capistrano,0,0.0,,,
29544,2024-10-12,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Centro,Centro,Itarema,0,0.0,,,
29545,2024-10-12,APRESENTAÇÃO E APREENSÃO DE DROGAS,Ponta Serra,Montese,Crato,0,0.0,,,
29546,2024-10-12,MANDADO DE PRISÃO,Planalto Horizonte,Planalto Ayrton Senna,Horizonte,0,0.0,,,
29547,2024-10-12,APRESENTAÇÃO E APREENSÃO DE DROGAS; APRESENTAÇÃO E APRRENSÃO DE OBJETOS,José Walter,Prefeito José Walter,Fortaleza,0,3.0,,,
29548,2024-10-12,APOIO A OCORRÊNCIAS  DE OUTRAS UNIDADES,Zona Rural,Granja Portugal,Nova Russas,0,0.0,,,
29549,2024-10-12,RECEPTAÇÃO - Art. 180/CPB,Zona Rural,Granja Portugal,Cruz,0,0.0,,,
29550,2024-10-12,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Dom José,Dom Lustosa,Sobral,1,0.0,,,
29551,2024-10-12,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO; TRÁFICO DE DROGAS,Conjunto São José,Conjunto Ceará I,General Sampaio,2,418.0,187.65,,
29552,2024-10-12,TRÁFICO DE DROGAS,Pereiros,Pedras,Santa Quitéria,0,61.0,,,
29553,2024-10-12,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Pereiros,Pedras,Santa Quitéria,0,0.0,,,
29554,2024-10-12,ROUBO DE VEÍCULO - Art. 157/COM,Bom Jardim,Bom Jardim,Fortaleza,0,0.0,,,
29555,2024-10-12,MANDADO DE PRISÃO,Centro,Centro,Quixeramobim,0,0.0,,,
29556,2024-10-12,MANDADO DE PRISÃO,Conjunto Cajazeiras,Conjunto Palmeiras,Itapajé,0,0.0,,,
29557,2024-10-12,TRÁFICO DE DROGAS,Mondubim,Mondubim,Fortaleza,0,48.0,269.0,,
29558,2024-10-12,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Parque Santo Antônio,Parque Santa Maria,Itaitinga,0,0.0,,,
29559,2024-10-12,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; APRESENTAÇÃO E APREENSÃO DE DROGAS; APRESENTAÇÃO E APRRENSÃO DE OBJETOS,Pavuna,Paupina,Pacatuba,1,11.0,,,
29560,2024-10-12,RECEPTAÇÃO - Art. 180/CPB; ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Alameda das Palmeiras,Jardim Das Oliveiras,Fortaleza,0,0.0,,,
29561,2024-10-12,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,São Benedito,São Bento,Aurora,1,0.0,,,
29562,2024-10-12,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO; TRÁFICO DE DROGAS,Zona Rural,Granja Portugal,Canindé,1,24.0,,,
29563,2024-10-12,TRÁFICO DE DROGAS,Pratiús,Pedras,Pindoretama,0,13.9,,,
29564,2024-10-13,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Alto São João,São João Do Tauape,Pacatuba,1,0.0,,,
29565,2024-10-12,MANDADO DE PRISÃO,Oiticica,Itaoca,Ibaretama,0,0.0,,,
29566,2024-10-13,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO; CONSUMO DE ENTORPECENTES - Art. 28/Lei nº 11.343/2006,José Walter,Prefeito José Walter,Fortaleza,1,11.0,,,
29567,2024-10-12,AMEAÇA - Art. 147/CPB; LESÃO CORPORAL - Art. 129/CPB,Santa Luzia,Granja Lisboa,Guaraciaba do Norte,0,0.0,,,
29569,2024-10-13,LESÃO CORPORAL - Art. 129/CPB,São Gerardo,São Gerardo,Fortaleza,0,0.0,,,
29570,2024-10-13,VEÍCULO LOCALIZADO,Jardim América,Jardim América,Fortaleza,0,0.0,,,
29571,2024-10-13,NÃO DELITUOSO,Pirambu,Pirambu,Fortaleza,0,0.0,,,
29572,2024-10-13,TRÁFICO DE DROGAS,Zona Rural,Granja Portugal,Itatira,0,10.0,,,
29574,2024-10-13,RECEPTAÇÃO - Art. 180/CPB; DIRIGIR VEÍCULO AUTOMOTOR SEM HABILITAÇÃO - Art. 309/CTB,Centro,Centro,Beberibe,0,0.0,,,
29575,2024-10-13,MARIA DA PENHA - Lei nº 11.340/2006; LESÃO CORPORAL - Art. 129/CPB,Vila Recreio,Vila Peri,Mombaça,0,0.0,,,
29576,2024-10-13,EMBRIAGUEZ AO VOLANTE - Art. 306/CTB; LESÃO CORPORAL - Art. 129/CPB,Pirambu,Pirambu,Fortaleza,0,0.0,,,
29577,2024-10-13,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Lagoinha,Lagoa Redonda,Horizonte,1,0.0,,,
29578,2024-10-13,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Barreira,1,0.0,,,
29579,2024-10-13,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Croatá,Coaçu,São Gonçalo do Amarante,0,0.0,,,
29580,2024-10-13,EMBRIAGUEZ AO VOLANTE - Art. 306/CTB; DIREÇÃO PERIGOSA - Art.175/CTB; DESACATO - Art. 331/CPB; DESOBEDIÊNCIA - Art. 330/CPB; RESISTÊNCIA - Art. 329/CPB,Centro,Centro,Juazeiro do Norte,0,0.0,,,
29581,2024-10-13,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Centro,Centro,Tianguá,0,0.1,130.75,,
29582,2024-10-13,PORTE ILEGAL DE ARMA DE FOGO DE USO RESTRITO - Art. 16/Lei nº 10.826/2003; TRÁFICO DE DROGAS,Porto das Dunas,Alto Da Balança,Aquiraz,1,5220.0,2082.0,,
29584,2024-10-14,APRESENTAÇÃO E APREENSÃO DE MUNIÇÃO,Zona Rural,Granja Portugal,Limoeiro do Norte,0,0.0,,,
29585,2024-10-14,RECEPTAÇÃO - Art. 180/CPB,Aldeota,Aldeota,Fortaleza,0,1.0,,,
29586,2024-10-14,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Jardim,Bom Jardim,Iguatu,0,0.0,,,
29587,2024-10-14,VEÍCULO LOCALIZADO,Zona Rural,Granja Portugal,Crateús,0,0.0,,,
29588,2024-10-14,MANDADO DE PRISÃO,Nova Veneza,Vila Velha,Ubajara,0,0.0,,,
29589,2024-10-14,CONSUMO DE ENTORPECENTES - Art. 28/Lei nº 11.343/2006,Caldo Do Peixe,Cais Do Porto,Acaraú,0,2.3,180.0,,
29590,2024-10-14,RECEPTAÇÃO - Art. 180/CPB,João Cabral,Moura Brasil,Juazeiro do Norte,0,0.0,,,
29591,2024-10-14,VEÍCULO LOCALIZADO,Areias 1,Farias Brito,Iguatu,0,0.0,,,
29592,2024-10-14,TRÁFICO DE DROGAS; ASSOCIAÇÃO AO TRÁFICO DE DROGAS - Art. 35/Lei nº 11.343/2006,Areias,Cajazeiras,Bela Cruz,0,455.0,1051.75,,
29593,2024-10-14,TRÁFICO DE DROGAS,Jacarecanga,Jacarecanga,Fortaleza,0,75.0,22.0,,
29594,2024-10-14,ROUBO; CORRUPÇÃO DE MENORES - Art. 244B/ECA,Conjunto Palmeiras,Conjunto Palmeiras,Fortaleza,0,0.0,,,
29595,2024-10-14,VEÍCULO LOCALIZADO,São Gerardo,São Gerardo,Fortaleza,0,0.0,,,
29597,2024-10-14,APRESENTAÇÃO E APREENSÃO DE DROGAS,Curió,Curió,Fortaleza,0,83.0,,,
29598,2024-10-14,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Pici,Pici,Fortaleza,1,0.0,,,
29601,2024-10-14,TRÁFICO DE DROGAS,Canoa Quebrada,Lagoa Redonda,Aracati,0,79.1,,,
29602,2024-10-14,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Caixa D'água,Sabiaguaba,Hidrolândia,1,0.0,,,
29603,2024-10-14,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Novo Maranguape 2,Maraponga,Maranguape,0,0.0,,,
29604,2024-10-14,MANDADO DE PRISÃO,Centro,Centro,Reriutaba,0,0.0,,,
29606,2024-10-14,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Centro,Centro,Icó,1,0.0,,,
29607,2024-10-14,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Centro,Centro,Limoeiro do Norte,1,0.0,,,
29608,2024-10-14,ROUBO; PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Vila Caioca,Vila Uniăo,Sobral,1,0.0,,,
29609,2024-10-15,VEÍCULO LOCALIZADO,São José,Parque Săo José,Morada Nova,0,0.0,,,
29611,2024-10-15,NÃO DELITUOSO; APRESENTAÇÃO E APREENSÃO DE DROGAS,São José,Parque Săo José,Viçosa do Ceará,0,11.8,,,
29612,2024-10-15,VEÍCULO LOCALIZADO,Araturi,Cararu,Caucaia,0,0.0,,,
29613,2024-10-15,FURTO - Art. 155/CPB,Centro,Centro,Mombaça,0,0.0,,,
29614,2024-10-15,OUTROS,Progresso,Parreão,Hidrolândia,0,0.0,,,
29615,2024-10-15,ROUBO,Alto do Rosário,Cidade Dos Funcionários,Barbalha,0,0.0,,,
29616,2024-10-15,"PORTE DE ARMA DE FOGO COM NUMERAÇÃO RASPADA - Art.16, 1º, IV/Lei nº 10.826/2003",Dantas,Damas,Mauriti,1,0.0,,,
29617,2024-10-15,FURTO - Art. 155/CPB,Zona Rural,Granja Portugal,Jaguaruana,0,0.0,,,
29618,2024-10-15,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Edson Queiroz,Edson Queiroz,Fortaleza,0,0.0,,,
29620,2024-10-15,APRESENTAÇÃO E APREENSÃO DE DROGAS; APRESENTAÇÃO E APRRENSÃO DE OBJETOS,Barra do Ceará,Barra Do Ceará,Fortaleza,0,205.0,12.0,,
29621,2024-10-15,TRÁFICO DE DROGAS; POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Vila Monte Alegre,Vila Peri,Pedra Branca,3,64.0,,,
29622,2024-10-15,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Colônia,Aerolândia,Maracanaú,1,0.0,,,
29623,2024-10-15,APRESENTAÇÃO E APREENSÃO DE DROGAS,Parque Santa Maria,Parque Santa Maria,Fortaleza,0,27.0,,,
29624,2024-10-15,ROUBO,Parquelãndia,Parquelândia,Fortaleza,0,0.0,,,
29625,2024-10-15,POSSE ILEGAL DE ARMA DE FOGO DE USO RESTRITO - Art. 16/Lei nº 10.826/2003,Planalto Airton Senna,Planalto Ayrton Senna,Fortaleza,1,0.0,,,
29628,2024-10-15,FURTO - Art. 155/CPB,Centro,Centro,Russas,0,0.0,,,
29629,2024-10-15,NÃO DELITUOSO,Mirante,Montese,Cascavel,0,0.0,3825.0,,
29631,2024-10-15,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Paraná,Parangaba,Iguatu,0,0.0,,,
29632,2024-10-15,TRÁFICO DE DROGAS,Jericoacoara,Jacarecanga,Jijoca de Jericoacoara,0,137.0,168.0,,
29633,2024-10-15,MANDADO DE PRISÃO,Residencia Raquel de Queiroz,Rachel De Queiroz,Quixadá,0,0.0,,,
29634,2024-10-15,ROUBO,Centro,Centro,Sobral,0,0.0,,,
29635,2024-10-15,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Timbozinho,Canindezinho,Pacatuba,1,0.0,,,
29636,2024-10-15,APRESENTAÇÃO E APREENSÃO DE DROGAS,José Walter,Prefeito José Walter,Fortaleza,0,120.0,,,
29637,2024-10-15,"ASSOCIAÇÃO CRIMINOSA (FORMAÇÃO DE QUADRILHA) - Art. 288/CPB; PORTE DE ARMA DE FOGO COM NUMERAÇÃO RASPADA - Art.16, 1º, IV/Lei nº 10.826/2003",Zona Rural,Granja Portugal,Amontada,1,0.0,,,
29638,2024-10-16,MANDADO DE PRISÃO,Vicente Pinzon,Vicente Pinzón,Fortaleza,0,0.0,,,
29639,2024-10-16,APRESENTAÇÃO E APREENSÃO DE DROGAS,Mondubim,Mondubim,Fortaleza,0,109.0,,,
29640,2024-10-16,MANDADO DE PRISÃO,Pitombeira,Siqueira,Limoeiro do Norte,0,0.0,,,
29641,2024-10-16,MANDADO DE PRISÃO,Mucuripe,Mucuripe,Fortaleza,0,0.0,,,
29642,2024-10-16,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Lavras da Mangabeira,1,0.0,,,
29643,2024-10-16,FURTO - Art. 155/CPB,Centro,Centro,Jaguaruana,0,0.0,,,
29644,2024-10-16,APRESENTAÇÃO E APREENSÃO DE DROGAS,José Walter,Prefeito José Walter,Fortaleza,0,72.0,,,
29645,2024-10-16,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; APRESENTAÇÃO E APREENSÃO DE DROGAS,Planalto Pici,Planalto Ayrton Senna,Fortaleza,1,909.0,62.0,,
29646,2024-10-16,APRESENTAÇÃO E APREENSÃO DE DROGAS,Pirambu,Pirambu,Fortaleza,0,402.5,,,
29647,2024-10-16,FURTO - Art. 155/CPB,Banguê I,Ancuri,Pacajus,0,0.0,20.0,,
29648,2024-10-16,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Vila Santa Terezinha,Parque Santa Maria,Barbalha,1,12.8,,,
29649,2024-10-16,OUTROS,Centro,Centro,Jaguaruana,0,0.0,,,
29650,2024-10-16,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Barreiras,Cajazeiras,Paraipaba,1,0.0,,,
29651,2024-10-16,TRÁFICO DE DROGAS,Centro,Centro,Ipueiras,0,3.2,20.0,,
29652,2024-10-16,VEÍCULO CLONADO,Guajeru,Guajeru,Fortaleza,0,0.0,,,
