cidade,bairro,rua,cvli_count
CAUCAIA,DESCONHECIDO,AVENIDA RAPOSO TAVARES,2
CAMPOS SALES,DESCONHECIDO,RUA CORONEL BALECO,2
CAMPOS SALES,DESCONHECIDO,RUA CORONEL ENÉAS ARRAIS,2
FORTALEZA,PARQUE SĂO JOSÉ,AVENIDA LUIZ VIEIRA,2
CAMPOS SALES,DESCONHECIDO,RUA FELICIDADE,2
ARACATI,DESCONHECIDO,TRAVESSA CAIXA DAGUA,2
ARACATI,DESCONHECIDO,TRAVESSA PARGO,2
CAUCAIA,DESCONHECIDO,CE-090,2
CAUCAIA,DESCONHECIDO,CE-155,2
ARACOIABA,BATURITE,ESTRADA ARAÇOIABA PARÁ Ó CANDEIA,2
CRATO,DESCONHECIDO,RUA LUIZ BARRETO DE MORAIS,2
CANINDÉ,DESCONHECIDO,AVENIDA PERIMETRAL,2
ARACOIABA,DESCONHECIDO,ESTRADA ARAÇOIABA CURUPIRA,2
CANINDÉ,DESCONHECIDO,AVENIDA RAIMUNDO ALCOFORADO,2
CHOROZINHO,DESCONHECIDO,RUA LUÍZ NEPOMUCENO,2
CHORÓ,DESCONHECIDO,ESTRADA SEM NOME,2
CRATO,DESCONHECIDO,RUA MANOEL ALMINO DE LIMA,2
FORTALEZA,PAUPINA,RUA MANOEL PEREIRA,2
CHORÓ,DESCONHECIDO,FAZENDA MARAJÓ,2
IRAUÇUBA,DESCONHECIDO,CE-173,2
ARARIPE,DESCONHECIDO,CE-292,2
GUAIÚBA,DESCONHECIDO,RUA FREDERICO AUGUSTO,2
CANINDÉ,DESCONHECIDO,RUA ABEL QUEIROZ SOARES,2
CANINDÉ,DESCONHECIDO,RUA ANTÔNIO ÁLVARO MARTINS,2
CRATO,DESCONHECIDO,RUA MESTRE DEDÉ DE LUNA,2
FORTALEZA,PIRAMBU,RUA SÃO RAIMUNDO,2
GUAIÚBA,DESCONHECIDO,RUA GUILHERME PEREIRA DE SOUSA,2
CANINDÉ,DESCONHECIDO,RUA FRANCISCO DAS CHAGAS BARROS,2
CANINDÉ,DESCONHECIDO,RUA FREI CELESTINO,2
CRATO,DESCONHECIDO,RUA MONSENHOR TAVÁRES,2
CAUCAIA,DESCONHECIDO,RODOVIA CE-090,2
CAUCAIA,DESCONHECIDO,RODOVIA ESTRUTURANTE CE 085,2
CRATO,DESCONHECIDO,RUA NELSON ALENCAR,2
CANINDÉ,DESCONHECIDO,RUA JOAQUIM BOTICÁRIO,2
COREAÚ,DESCONHECIDO,CE-364,2
BARBALHA,DESCONHECIDO,AV. LUIZ GONZAGA,2
BARBALHA,DESCONHECIDO,AVENIDA CORONEL JOÃO COELHO,2
GUAIÚBA,DESCONHECIDO,RUA JOSÉ RUBISMAR MENDES,2
CANINDÉ,DESCONHECIDO,RUA JOSÉ VELOSO JUCÁ,2
CANINDÉ,DESCONHECIDO,RUA JOÃO BASTOS,2
CAUCAIA,DESCONHECIDO,RUA ANTONIO ALCANTARA,2
CAUCAIA,DESCONHECIDO,RUA ANTONIO BRASILEIRO,2
CANINDÉ,DESCONHECIDO,RUA JUCÁ MARTINS,2
BARBALHA,DESCONHECIDO,ESTRADA SEM NOME,2
BARBALHA,DESCONHECIDO,PRAÇA MARIA FELICIO,2
CAUCAIA,DESCONHECIDO,RUA ANTONIO FERREIRA DA SILVA,2
IRAUÇUBA,DESCONHECIDO,ESTRADA PARA SÃO JOSÉ,2
BARBALHA,DESCONHECIDO,RUA ANTONIO CÂNDIDO DA SILVA,2
CAUCAIA,DESCONHECIDO,RUA ANTÔNIO BRASILEIRO,2
BARBALHA,DESCONHECIDO,RUA DA AJUDA,2
BARBALHA,DESCONHECIDO,RUA DE APARECIDA,2
BARBALHA,DESCONHECIDO,RUA DO PEQUZEIRO,2
BARBALHA,DESCONHECIDO,RUA ENGENHEIRO MARCOS AURELIO,2
IBICUITINGA,DESCONHECIDO,RUA JOSÉ RODRIGUES,2
IRAUÇUBA,DESCONHECIDO,ESTRADA SEM NOME,2
CANINDÉ,DESCONHECIDO,RUA RAIMUNDO COSTA RIBEIRO,2
IRAUÇUBA,DESCONHECIDO,FAZENDA CACHOEIRA,2
FORTALEZA,QUINTINO CUNHA,RUA ANÁRIO BRAGA,2
CANINDÉ,DESCONHECIDO,RUA SANTA VITÓRIA,2
ITAPIPOCA,DESCONHECIDO,RUA DEPUTADO DANUSIO BARROSO,2
CANINDÉ,DESCONHECIDO,RUA SÃO JOSÉ,2
GUAIÚBA,DESCONHECIDO,RUA SÃO CRISTÓVÃO,2
ITAPIPOCA,DESCONHECIDO,POVOADO BOM JESUS,2
CAUCAIA,DESCONHECIDO,RUA CORONEL ALFREDO MIRANDA,2
CANINDÉ,DESCONHECIDO,TRAVESSA FORTALEZA,2
INDEPENDÊNCIA,DESCONHECIDO,AVENIDA SETE DE SETEMBRO,2
CAPISTRANO,CAPISTRANO,RUA ANTÔNIO FERNANDES BEZERRA,2
CRATO,DESCONHECIDO,RUA SÃO CRISTÓVÃO,2
ITAPIPOCA,DESCONHECIDO,POVOADO PARACATU DE BAIXO,2
CARIDADE,DESCONHECIDO,AVENIDA CORONEL JOSÉ CÍCERO SAMPAIO,2
CAUCAIA,DESCONHECIDO,RUA DA SALGADEIRA,2
BARREIRA,DESCONHECIDO,ESTRADA BARREIRA CHOROZINHO,2
BARREIRA,DESCONHECIDO,ESTRADA SEM NOME,2
GUAIÚBA,DESCONHECIDO,VILA FÁTIMA,2
CARIDADE,DESCONHECIDO,RODOVIA PRESIDENTE JUSCELINO KUBITSCHEK,2
BARRO,DESCONHECIDO,RUA FIRMINO TAVÁRES,2
CAUCAIA,DESCONHECIDO,RUA DAS PORTEIRAS,2
CARIDADE,DESCONHECIDO,RUA ELIAS GOMES,2
BARROQUINHA,DESCONHECIDO,RUA COMÉRCIO,2
CARIRÉ,CARIRE,RUA SANTO ANTÔNIO,2
ITAPIPOCA,DESCONHECIDO,RUA URBANO TEIXEIRA MENEZES,2
ICAPUÍ,DESCONHECIDO,CE-261,2
ITAREMA,DESCONHECIDO,ESTRADA ANTÔNIO A VARJOTA,2
ITAREMA,DESCONHECIDO,ESTRADA DO FAROL DO ITAPAJÉ,2
ITAREMA,DESCONHECIDO,ESTRADA LAGOA DO MINEIRO CÉDRO,2
ITAREMA,DESCONHECIDO,RODOVIA CE-090,2
ITAREMA,DESCONHECIDO,RUA AMARO,2
ITAREMA,DESCONHECIDO,RUA ANTÔNIO INÁCIO,2
ITAREMA,DESCONHECIDO,RUA CEMITÉRIO,2
ITAREMA,DESCONHECIDO,RUA DA CASTANHOLEIRA,2
ITAREMA,DESCONHECIDO,RUA JOÃO JAIME,2
ITAREMA,DESCONHECIDO,RUA MARIA RITA DE MOURA CANUTO,2
ITAREMA,DESCONHECIDO,RUA MIGUEL MONTEIRO,2
ITAREMA,DESCONHECIDO,RUA SENADOR VIRGÍLIO TÁVORA,2
ITATIRA,DESCONHECIDO,AVENIDA TRAJANO HONORATO,2
ITATIRA,DESCONHECIDO,CE-366,2
ITATIRA,DESCONHECIDO,CONJUNTO LÚCIA DE FÁTIMA ASSUNÇÃO MELO,2
ITATIRA,DESCONHECIDO,ESTRADA CACHOEIRA A BANDEIRA,2
ITATIRA,DESCONHECIDO,FAZENDA BARRO VERMELHO,2
CARIRÉ,DESCONHECIDO,ESTRADA DANIEL ALMAS,2
ACARAPE,DESCONHECIDO,RODOVIA BRUNILO JACÓ,2
ITAPIPOCA,DESCONHECIDO,RODOVIA CE-090,2
CARIRÉ,DESCONHECIDO,ESTRADA PEDRA PRETA,2
JAGUARETAMA,DESCONHECIDO,RUA JAIME COSTA PINHEIRO,2
JAGUARETAMA,DESCONHECIDO,RUA MARIA NEUSA DA PAZ,2
JAGUARETAMA,DESCONHECIDO,RUA PEDRO LEMOS PEIXOTO,2
JAGUARIBARA,DESCONHECIDO,ASSENTAMENTO MANDACARÚ,2
JAGUARIBARA,DESCONHECIDO,ESTRADA SEM NOME,2
BATURITÉ,BATURITE,RUA A,2
JAGUARIBARA,DESCONHECIDO,RUA JOSÉ MARTINS GONÇALVES,2
JAGUARIBARA,DESCONHECIDO,RUA VL UM UM,2
JAGUARIBE,DESCONHECIDO,AVENIDA ALMIR FERNANDES TÁVORA,2
JAGUARIBE,DESCONHECIDO,AVENIDA ALOÍSIO DÍOGENES,2
JAGUARIBE,DESCONHECIDO,AVENIDA DOUTOR JOSÉ APARÍCIO BEZERRA DE FIGUEIREDO,2
ACARAÚ,DESCONHECIDO,AVENIDA JOSÉ GIFFONE DA SILVEIRA,2
JAGUARIBE,DESCONHECIDO,RUA CHICO NUNES,2
JAGUARIBE,DESCONHECIDO,RUA JEREMIAS MAIA,2
JIJOCA DE JERICOACOARA,DESCONHECIDO,ESTRADA SEM NOME,2
ACARAÚ,DESCONHECIDO,AVENIDA VOLUNTÁRIOS DA PÁTRIA,2
JIJOCA DE JERICOACOARA,DESCONHECIDO,RUA ANGELA MARQUES,2
JIJOCA DE JERICOACOARA,DESCONHECIDO,RUA DO FORRÓ,2
JIJOCA DE JERICOACOARA,DESCONHECIDO,RUA DOS COQUEIROS,2
JIJOCA DE JERICOACOARA,DESCONHECIDO,RUA SÃO FRANCISCO,2
JUAZEIRO DO NORTE,DESCONHECIDO,AVENIDA 31 DE MARÇO,2
JUAZEIRO DO NORTE,DESCONHECIDO,AVENIDA N.SENHORA APARECIDA,2
JUAZEIRO DO NORTE,DESCONHECIDO,AVENIDA PLÁCIDO ADERALDO CASTELO,2
JUAZEIRO DO NORTE,DESCONHECIDO,CAMPO ALEGRE,2
CAUCAIA,DESCONHECIDO,RUA DO GARROTE,2
JUAZEIRO DO NORTE,DESCONHECIDO,RUA ANA MARIA DUARTE,2
JUAZEIRO DO NORTE,DESCONHECIDO,RUA ANTÔNIO CORTÊZ DE ALENCAR,2
CRATEÚS,DESCONHECIDO,ESTRADA SEM NOME,2
ITAPIPOCA,DESCONHECIDO,RODOVIA DEPUTADO PERILO TEIXEIRA,2
JUAZEIRO DO NORTE,DESCONHECIDO,RUA CATULO DA PAIXÃO CEARENSE,2
GUARACIABA DO NORTE,DESCONHECIDO,RUA MELQUIDES FERREIRA,2
BATURITÉ,BATURITE,RUA E,2
JUAZEIRO DO NORTE,DESCONHECIDO,RUA DOUTOR ANTÔNIO YONE RODRIGUES,2
BATURITÉ,BATURITE,RUA F,2
CRATEÚS,DESCONHECIDO,RUA ANDRÉ MOREIRA,2
JUAZEIRO DO NORTE,DESCONHECIDO,RUA JAIME DORCY,2
BATURITÉ,BATURITE,RUA LEITEIRO RAIMUNDO PARAIBANO,2
BATURITÉ,BATURITE,RUA MAJOR PEDRO CATÃO,2
ITAPIÚNA,DESCONHECIDO,ESTRADA PALMATÓRIA ITAPIÚNA,2
JUAZEIRO DO NORTE,DESCONHECIDO,RUA JOÃO PEREIRA DE CARVALHO,2
JUAZEIRO DO NORTE,DESCONHECIDO,RUA MANOEL TAVARES LOPES,2
JUAZEIRO DO NORTE,DESCONHECIDO,RUA MARIANA DANTAS DE MEDEIROS,2
JUAZEIRO DO NORTE,DESCONHECIDO,RUA MONSENHOR LIMA,2
JUAZEIRO DO NORTE,DESCONHECIDO,RUA Mᵃ. GENEROSA DE ALMEIDA,2
CAUCAIA,DESCONHECIDO,RUA FRANCISCA NUNES ROCHA,2
JUAZEIRO DO NORTE,DESCONHECIDO,RUA PERPÉTUA CARNEIRO DA CUNHA,2
JUAZEIRO DO NORTE,DESCONHECIDO,RUA PIO NORÕES,2
JUAZEIRO DO NORTE,DESCONHECIDO,RUA POETA JOSÉ BERNARDO DA SILVA,2
JUAZEIRO DO NORTE,DESCONHECIDO,RUA RAIMUNDO MACHADO DA SILVA,2
JUAZEIRO DO NORTE,DESCONHECIDO,RUA RENAN CARVALHO,2
JUAZEIRO DO NORTE,DESCONHECIDO,RUA SENHOR DO BONFIM,2
JUAZEIRO DO NORTE,JUAZEIRO DO NORTE,RUA JOAQUIM LEANDRO DE SOUZA,2
JUCÁS,DESCONHECIDO,ESTRADA SEM NOME,2
JUCÁS,DESCONHECIDO,RUA ANTÔNIO PEREIRA DA SILVA,2
ACARAÚ,DESCONHECIDO,RUA DO POSTO,2
CRATEÚS,DESCONHECIDO,RUA BENONY MOURÃO FILHO,2
IRAUÇUBA,DESCONHECIDO,RUA MIGUEL BARBOSA,2
LIMOEIRO DO NORTE,DESCONHECIDO,ESTRADA ENTRADA DO TOMÉ,2
ACARAÚ,DESCONHECIDO,RUA GENERAL HUMBERTO MOURA,2
ICAPUÍ,DESCONHECIDO,RUA DO GINÁSIO,2
LIMOEIRO DO NORTE,DESCONHECIDO,RUA INÁCIO MENDES,2
LIMOEIRO DO NORTE,DESCONHECIDO,RUA RAIMUNDO CRAVEIRO,2
LIMOEIRO DO NORTE,DESCONHECIDO,RUA TERESINHA IVO FREITAS,2
ACARAÚ,DESCONHECIDO,RUA MUCUNAM,2
ICAPUÍ,DESCONHECIDO,RUA PADRE MARCONDES CAVALCANTE,2
CARIÚS,DESCONHECIDO,RUA LAGOA,2
MADALENA,DESCONHECIDO,RUA RAIMUNDO SILVA SOUSA,2
MADALENA,DESCONHECIDO,RUA VEREADOR EDMILSON PATRÍCIO ALMEIDA,2
MARACANAÚ,PARQUE PRESIDENTE VARGAS,RUA 15,2
CARIÚS,DESCONHECIDO,RUA MANOEL ROQUE BEZERRA,2
ITAPAJÉ,DESCONHECIDO,RUA RAIMUNDO HENRIQUE NETO,2
ITAPAJÉ,DESCONHECIDO,RUA ROMÃO F. LIMA,2
MARANGUAPE,DESCONHECIDO,CE-455,2
CAUCAIA,DESCONHECIDO,RUA JOAQUIM GADELHA,2
MARANGUAPE,DESCONHECIDO,POVOADO LAGES,2
MARANGUAPE,DESCONHECIDO,RODOVIA BRUNILO JACÓ DE CASTRO E SILVA,2
MARANGUAPE,DESCONHECIDO,RUA 6,2
ICAPUÍ,DESCONHECIDO,RUA SERRA DE REDONDA,2
CARNAUBAL,DESCONHECIDO,AVENIDA PAULO SARASATE,2
MARANGUAPE,DESCONHECIDO,RUA CENTRAL,2
CRATEÚS,DESCONHECIDO,RUA EDUARDO ALBUQUERQUE,2
HORIZONTE,DESCONHECIDO,RUA JORGE BRASILINO,2
CAUCAIA,DESCONHECIDO,RUA JOSE FORTE BRAGA,2
MARANGUAPE,DESCONHECIDO,RUA DO JORDÃO,2
CARNAUBAL,DESCONHECIDO,RUA VALDIVINO FONTENELE SAMPAIO,2
MARANGUAPE,DESCONHECIDO,RUA FRANCISCO SAMPAIO,2
HORIZONTE,DESCONHECIDO,RUA JOSÉ BERNARDO,2
FRECHEIRINHA,DESCONHECIDO,AV. ANTÔNIO PINTO,2
CAUCAIA,DESCONHECIDO,RUA JOSÉ HOLANDA NOGUEIRA,2
MARANGUAPE,DESCONHECIDO,RUA JOSE CRISTOVAO ARAUJO,2
MARANGUAPE,DESCONHECIDO,RUA JOSE PEREIRA DE SOUZA,2
ITAPIPOCA,DESCONHECIDO,RUA ANTÔNIO CARVALHO,2
MARANGUAPE,DESCONHECIDO,RUA JOÃO CIRINO,2
MARANGUAPE,DESCONHECIDO,RUA JOÃO MOREIRA,2
MARANGUAPE,DESCONHECIDO,RUA JOÃO TEIXEIRA JOCA,2
CASCAVEL,DESCONHECIDO,AVENIDA OTÁVIO FELÍCIO DE SOUSA,2
MARANGUAPE,DESCONHECIDO,RUA MANOEL NUNES DO NASCIMENTO,2
MARANGUAPE,DESCONHECIDO,RUA MARIA EFIGÊNIA CAMPOS TÉLES,2
MARANGUAPE,DESCONHECIDO,RUA MARIA GERALDA,2
MARANGUAPE,DESCONHECIDO,RUA MARITA COLARES GARCÍA,2
HORIZONTE,DESCONHECIDO,RUA JOÃO DE SOUSA FALCÃO,2
MARANGUAPE,DESCONHECIDO,RUA ROSALVO RAMOS,2
MARANGUAPE,DESCONHECIDO,RUA VALDECY SOUSA DE OLIVEIRA,2
BEBERIBE,DESCONHECIDO,RUA DEUS É PAI,2
CASCAVEL,DESCONHECIDO,CE-138,2
AIUABA,DESCONHECIDO,RUA RAIMUNDO DIAS OLIVEIRA,2
BEBERIBE,DESCONHECIDO,RUA ESTEVÃO CARVALHO,2
BEBERIBE,DESCONHECIDO,RUA EXPEDITO RODRIGUES DA SILVA,2
MASSAPÊ,DESCONHECIDO,RUA MANOEL JARBAS DE ÁGUIAR,2
MAURITI,DESCONHECIDO,RUA 3,2
MAURITI,DESCONHECIDO,RUA 5,2
MIRAÍMA,DESCONHECIDO,ESTRADA LUNDU BROTAS,2
MIRAÍMA,DESCONHECIDO,ESTRADA SEM NOME,2
MIRAÍMA,DESCONHECIDO,RUA DO MOTOR,2
MIRAÍMA,DESCONHECIDO,RUA MARIA COELHO RODRIGUES,2
MIRAÍMA,MIRAIMA,AVENIDA SARGENTO JÚLIO PARENTE,2
MIRAÍMA,MIRAIMA,RUA  ELINOR BRAGA,2
ICAPUÍ,DESCONHECIDO,RUA ZÉ BIRU,2
CRUZ,DESCONHECIDO,ESTRADA CRUZ A LAGOA DOS MONTEIROS,2
MISSÃO VELHA,DESCONHECIDO,RUA AFONSO RIBEIRO,2
BEBERIBE,DESCONHECIDO,RUA JUVENAL SILVANO ALCÂNTARA,2
MISSÃO VELHA,DESCONHECIDO,RUA ONZE DE JULHO,2
MISSÃO VELHA,DESCONHECIDO,RUA PADRE FÉLIX,2
MOMBAÇA,DESCONHECIDO,CE-166,2
ALTO SANTO,DESCONHECIDO,CE-138,2
ITAPIPOCA,DESCONHECIDO,ESTRADA JOSÉ VILA DOS PRACIANOS,2
CASCAVEL,DESCONHECIDO,ESTRADA DO CANAL,2
CRUZ,DESCONHECIDO,ESTRADA SEM NOME,2
MONSENHOR TABOSA,DESCONHECIDO,RUA VINTE DE JANEIRO,2
CAUCAIA,DESCONHECIDO,RUA LONDRINA,2
ICÓ,DESCONHECIDO,AVENIDA NOGUEIRA ACIOLY,2
MORADA NOVA,DESCONHECIDO,AVENIDA MANOEL DE CASTRO FILHO,2
BEBERIBE,DESCONHECIDO,RUA SIMIÃO JOAQUIM DOS SANTOS,2
MORADA NOVA,DESCONHECIDO,BECO DA LAGOA,2
MORADA NOVA,DESCONHECIDO,CE-138,2
MORADA NOVA,DESCONHECIDO,CE-265,2
ITAPIPOCA,DESCONHECIDO,RUA AUDÍRIO FONTOURA,2
MORADA NOVA,DESCONHECIDO,ESTRADA AÇUDE CIPOADA,2
MORADA NOVA,DESCONHECIDO,ESTRADA DA FELIPA PARA LAGOA GRANDE,2
CASCAVEL,DESCONHECIDO,ESTRADA NOVA,2
AMONTADA,DESCONHECIDO,AVENIDA ALZIRA ROQUES DOS SANTOS SOUSA,2
MORADA NOVA,DESCONHECIDO,RUA ANA NOGUEIRA MAIA,2
AMONTADA,DESCONHECIDO,AVENIDA BALDUINO CARNEIRO NETO,2
MORADA NOVA,DESCONHECIDO,RUA BANABUIU,2
MORADA NOVA,DESCONHECIDO,RUA DE FÁTIMA,2
MORADA NOVA,DESCONHECIDO,RUA JOSÉ AMBRÓSIO,2
MORADA NOVA,DESCONHECIDO,RUA JUSCELINO KUBISTCHEK,2
MORADA NOVA,DESCONHECIDO,RUA PADRE FRANCISCO ALVES TEIXEIRA,2
MORADA NOVA,DESCONHECIDO,RUA RAIMUNDO VIANA,2
MORADA NOVA,DESCONHECIDO,RUA RAUL NOGUEIRA,2
FORTALEZA,JANGURURSSU,RUA NUNES FEIJÓ,2
MORADA NOVA,DESCONHECIDO,VILA ANDRADE,2
MORADA NOVA,DESCONHECIDO,VILA CHAGAS,2
MORADA NOVA,DESCONHECIDO,VILA GIRÃO,2
MORRINHOS,DESCONHECIDO,RODOVIA BRUNILO JACÓ DE CASTRO E SILVA,2
MORRINHOS,DESCONHECIDO,RUA JOAQUIM CORIOLANO ROCHA,2
NOVA RUSSAS,DESCONHECIDO,ESTRADA SEM NOME,2
NOVA RUSSAS,DESCONHECIDO,RUA HERMENEGILDO MARTINS,2
AMONTADA,DESCONHECIDO,CE-176,2
AMONTADA,DESCONHECIDO,ESTR. SABIAGUABA,2
OCARA,DESCONHECIDO,BR-122,2
OCARA,DESCONHECIDO,ESTRADA SEM NOME,2
ICÓ,DESCONHECIDO,RUA 4 DE JULHO,2
PACAJUS,DESCONHECIDO,CE-253,2
PACAJUS,DESCONHECIDO,ESTRADA UMARI DO MEIO,2
AMONTADA,DESCONHECIDO,ESTRADA ARENGAS,2
PACAJUS,DESCONHECIDO,RUA CHICO PADRE,2
PACAJUS,DESCONHECIDO,RUA LUIZ MENDES XAVIER,2
PALHANO,DESCONHECIDO,RUA POSSIDÔNIO BARRETO,2
GRANJA,DESCONHECIDO,AVENIDA VIRGÍLIO TÁVORA,2
CAUCAIA,DESCONHECIDO,RUA MINGUAU,2
PARACURU,DESCONHECIDO,RUA ERIVANE DE PONTES MOREIRA,2
PARACURU,DESCONHECIDO,RUA ESTRADA DAS MALEITAS,2
AMONTADA,DESCONHECIDO,ESTRADA JUREMA A SABIAGUABA,2
CRATO,DESCONHECIDO,AVENIDA JOSÉ ALVES DE FIGUEIREDO,2
PARACURU,DESCONHECIDO,RUA RAIMUNDA MOREIRA DE CASTRO,2
PARAIPABA,DESCONHECIDO,RUA PRIMEIRO DE MAIO,2
PARAIPABA,DESCONHECIDO,RUA SANTA RITA,2
PARAMBU,DESCONHECIDO,RODOVIA BELA VISTA,2
PARAMBU,DESCONHECIDO,SERRA DOS BATISTAS,2
PARAMOTI,DESCONHECIDO,ESTRADA PARÁ GENERAL SAMPAIO,2
PEDRA BRANCA,DESCONHECIDO,BR-226,2
CRATO,DESCONHECIDO,AVENIDA JOSÉ HORÁCIO PEQUENO,2
AMONTADA,DESCONHECIDO,MIRINDUBA,2
PEDRA BRANCA,DESCONHECIDO,RUA FRANCISCO LEANDRO,2
CAUCAIA,DESCONHECIDO,RUA NOSSA SENHORA DA SAÚDE,2
ITAPIPOCA,DESCONHECIDO,ESTRADA LAGOA DE BAIXO PARÁ RETIRO NOVO,2
ITAPIPOCA,DESCONHECIDO,RUA SERROTE 01,2
PEDRA BRANCA,DESCONHECIDO,RUA MARIA ALVES DE MESQUITA,2
PEDRA BRANCA,DESCONHECIDO,RUA PADRE JOÃO EPIFÂNIO,2
PEDRA BRANCA,DESCONHECIDO,RUA ÁLVARO CESÁRIO DANTAS,2
PEDRA BRANCA,DESCONHECIDO,SITIO BAIXA VERDE 5,2
PENTECOSTE,DESCONHECIDO,ESTRADA VILA NOVA,2
PENTECOSTE,DESCONHECIDO,POVOADO CERQUINHA,2
CRUZ,DESCONHECIDO,RUA RAIMUNDO SOBRINHO,2
PENTECOSTE,DESCONHECIDO,RUA ANTÔNIO MÁRIO DA SILVA,2
BELA CRUZ,DESCONHECIDO,RUA NICOLAU PEIXOTO,2
PENTECOSTE,DESCONHECIDO,RUA DOQUINHA CARNEIRO,2
PENTECOSTE,DESCONHECIDO,RUA FRANCISCO JOSÉ DA SILVA,2
PENTECOSTE,DESCONHECIDO,RUA FRANCISCO PEDRO,2
PENTECOSTE,DESCONHECIDO,RUA JACINTO FEIJÓ DE MELO,2
AMONTADA,DESCONHECIDO,RUA ARTUR FERREIRA ALVES,2
CAUCAIA,DESCONHECIDO,RUA PRINCIPAL,2
PENTECOSTE,DESCONHECIDO,RUA JOSÉ DE PAULA FILHO,2
PENTECOSTE,DESCONHECIDO,RUA PADRE RAIMUNDO,2
BOA VIAGEM,DESCONHECIDO,CE-265,2
GRANJA,DESCONHECIDO,ESTRADA AGROVILA,2
PINDORETAMA,PINDORETAMA,ESTRADA JOÃO MOREIRA MANGUEIRAL,2
CRATO,DESCONHECIDO,ESTRADA SANTA FÉ - CRATO,2
POTIRETAMA,DESCONHECIDO,ESTRADA SEM NOME,2
QUITERIANÓPOLIS,DESCONHECIDO,AVENIDA LAURINDO GOMES,2
QUITERIANÓPOLIS,DESCONHECIDO,RUA ACADÊMICO DEUSDETE PEDROSA,2
QUIXADÁ,DESCONHECIDO,AV. PRESIDENTE VARGAS,2
BOA VIAGEM,DESCONHECIDO,ESTRADA MÓR,2
QUIXADÁ,DESCONHECIDO,AVENIDA BELO HORIZONTE,2
QUIXADÁ,DESCONHECIDO,AVENIDA JEAN DA SILVA PEREIRA,2
CRATO,DESCONHECIDO,ESTRADA SEM NOME,2
IBARETAMA,DESCONHECIDO,AVENIDA JOÃO DE ALMEIDA,2
CASCAVEL,DESCONHECIDO,RUA CÂNDIDO RODRIGUES,2
QUIXADÁ,DESCONHECIDO,RUA CAROLINE SARAIVA SILVA,2
BOA VIAGEM,DESCONHECIDO,ESTRADA RIACHO DA JUREMA,2
QUIXADÁ,DESCONHECIDO,RUA DALVA HOLANDA BARROCAS,2
BOA VIAGEM,DESCONHECIDO,ESTRADA SABONETE,2
QUIXADÁ,DESCONHECIDO,RUA DO AÇUDE,2
AMONTADA,DESCONHECIDO,RUA MARTINS TEIXEIRA,2
QUIXADÁ,DESCONHECIDO,RUA DO OLIVEIRA,2
QUIXADÁ,DESCONHECIDO,RUA FRANCISCO AIRES DE QUEIROZ,2
QUIXADÁ,DESCONHECIDO,RUA FRAZÃO CRAVO,2
AMONTADA,DESCONHECIDO,RUA PADRE PEDRO VITORINO,2
QUIXADÁ,DESCONHECIDO,RUA JUVÊNCIO ALVES,2
QUIXADÁ,DESCONHECIDO,RUA LUCAS RIBEIRO POMPEU,2
AMONTADA,DESCONHECIDO,RUA PEDRO CABRAL ROCHA,2
QUIXADÁ,DESCONHECIDO,RUA NEO MARTINS,2
QUIXADÁ,DESCONHECIDO,RUA NILSON MAIA,2
QUIXADÁ,DESCONHECIDO,RUA PARAGUAI,2
QUIXADÁ,DESCONHECIDO,TRAVESSA DO OLIVEIRA,2
ITAITINGA,DESCONHECIDO,AVENIDA LEO RODRIGUES,2
QUIXELÔ,DESCONHECIDO,RUA VITORINO JOSÉ DE OLIVEIRA,2
QUIXERAMOBIM,DESCONHECIDO,ESTRADA PARÁ CAJUEIRO,2
CRATO,DESCONHECIDO,LADEIRA PADRE ENRILE,2
QUIXERÉ,DESCONHECIDO,ESTRADA SEM NOME,2
QUIXERÉ,DESCONHECIDO,RUA GERARDO COSTA,2
QUIXERÉ,DESCONHECIDO,RUA MESTRE FELIPE,2
RERIUTABA,DESCONHECIDO,POVOADO RIACHO DAS FLORES,2
RUSSAS,DESCONHECIDO,AVENIDA CORONEL ARAÚJO LIMA,2
RUSSAS,DESCONHECIDO,AVENIDA JOAQUIM DE SOUSA BARRETO,2
RUSSAS,DESCONHECIDO,ESTRADA POÇO DO BOI,2
ITAPAJÉ,DESCONHECIDO,TRAVESSA ASSIS BASTOS,2
RUSSAS,DESCONHECIDO,RUA ALEXANDRE MARREIRO,2
RUSSAS,DESCONHECIDO,RUA CÔNEGO AGOSTINHO,2
RUSSAS,DESCONHECIDO,RUA DOUTOR DALTRO HOLANDA,2
RUSSAS,DESCONHECIDO,RUA JOÃO RICARDO,2
RUSSAS,DESCONHECIDO,RUA PADRE RAUL VIÊIRA,2
RUSSAS,DESCONHECIDO,RUA RAMAL DE FLORES,2
BOA VIAGEM,DESCONHECIDO,LADISLAU VIEIRA CARNEIRO,2
AMONTADA,DESCONHECIDO,RUA SILVESTRE PEREIRA AZEVEDO,2
RUSSAS,DESCONHECIDO,SITIO PARAÍSO,2
RUSSAS,DESCONHECIDO,SITIO TIMBAÚBA DAS DORES,2
RUSSAS,DESCONHECIDO,TRAVESSA BRUNO EPAMINONDAS,2
RUSSAS,DESCONHECIDO,TRAVESSA FRANCISCO ANTÔNIO,2
AMONTADA,DESCONHECIDO,RUA TEREZA ANASTASIO,2
SABOEIRO,DESCONHECIDO,ESTRADA SABOEIRO CRUZETA,2
ITAPAJÉ,DESCONHECIDO,TRAVESSA AUGUSTO DE CASTRO,2
