micronodo,area_oficial,faction,lat,long,cvli_count_500m,cvli_count_1km,cvli_count_2km,cvli_count_total
Comunidade Língua da Cobra,BARRA DO CEARÁ,CV,-3.696349,-38.58000551470589,8,8,8,8
Polo - Tancredo Neves ,JARDIM DAS OLIVEIRAS,CV,-3.7839905,-38.51002246489499,8,8,8,8
Zeza,JARDIM DAS OLIVEIRAS,CV,-3.7814075,-38.503915534152185,8,8,8,8
Calcadão ,PARQUE DAS NAÇÕES,CV,-3.7493625,-38.603745648961535,8,8,8,8
Parque Santa Rosa (Apolo XI),PARQUE SANTA ROSA,CV,-3.820215,-38.59507936319133,8,8,8,8
Guabiraba,MARACANAÚ,CV,-3.894955,-38.68854775287402,7,8,8,8
Polígono 1245,PARACURU,CV,-3.4437299,-39.00688400231567,4,8,16,22
Conjunto Miguel Arraes,SIQUEIRA,CV,-3.802272,-38.62034594601367,8,8,8,8
Verdes Mares,PAPICU,CV,-3.737023,-38.47761936541925,8,8,8,8
Comunidade da Tieta,MONTESE,CV,-3.768346,-38.54780547833577,8,8,8,8
Canal,SIQUEIRA,CV,-3.7991715,-38.61243961145251,8,8,8,8
Abreulandia,CARARU,CV,-3.8118965,-38.41225664053193,4,8,8,8
Paraíso Verde,SIQUEIRA,CV,-3.8102475,-38.620336733060746,8,8,8,8
Campo do Velho,CRATEÚS,CV,-5.1939505,-40.67179852617153,8,8,8,8
Quinzinho,ITAITINGA,CV,-3.9510335,-38.49265782407012,6,8,8,8
Sem Terra- João XXIII,JÓQUEI CLUBE,CV,-3.767887,-38.57647823984772,6,8,8,8
Toco- Caucaia,URUCUTUBA,CV,-3.7822485,-38.67323115137095,4,8,10,10
Planalto Vitória ,ALTO ALEGRE II,CV,-3.8224895,-38.60897098964101,8,8,8,8
Carrapicho- Caucaia,URUCUTUBA,CV,-3.782721,-38.68553112837573,6,8,8,11
Pantanal,CRATO,CV,-7.244381499999999,-39.41728787842558,6,8,8,8
Mundaú ,TRAIRI,CV,-3.181831,-39.37278054177592,7,8,9,9
Condomínio da Palmeirinha ,MARACANAÚ,CV,-3.882551,-38.66969881400652,6,8,8,8
RDP,GUAJERU,CV,-3.828634,-38.48030036716843,8,8,8,8
Beco da Merda,CRISTO REDENTOR,CV,-3.7100225,-38.5605932706368,8,8,8,8
Beco do Edson,GRANJA LISBOA,CV,-3.7867025,-38.60917582788018,8,8,8,8
Comunidade da Areninha- Barroso,BARROSO,CV,-3.8234365,-38.50922476106194,8,8,8,8
Praça,TIANGUA,CV,-3.730046,-40.98831768851133,5,8,8,8
Beco dos pintos,FARIAS BRITO,CV,-3.735445,-38.54120655936278,8,8,8,8
Riacho Doce- Sapiranga,PARQUE MANIBURA,CV,-3.795131,-38.4792610690709,8,8,8,8
Vila Neuma,IGUATU,CV,-6.3710665,-39.29007055897103,8,8,8,8
Muriçoca - Quintino Cunha,QUINTINO CUNHA,CV,-3.736094,-38.60028151802031,8,8,8,8
Beco Do Caranguejo ,PRAIA DO FUTURO II,CV,-3.767783,-38.4397000729984,8,8,8,8
Morro do Galo,HORIZONTE,CV,-4.097088,-38.492793683134366,8,8,8,8
Favela da Invasão ,DIF III,CV,-3.8438595,-38.560144776262966,6,8,8,8
Comunidade do Canal - Vila Velha,VILA VELHA,CV,-3.7153975,-38.60390799312019,8,8,8,8
Carnaúba - Itapajé ,ITAPAJÉ,CV,-3.678667,-39.58463476278933,7,8,8,9
CNE,GUAJERU,CV,-3.833114,-38.47982123419719,8,8,8,8
Parque Leblon,PARQUE LEBLON,CV,-3.6976225,-38.59685029306153,8,8,8,8
Beco da Pompeia,BARRA DO CEARÁ,CV,-3.7024795,-38.57933847936383,8,8,8,8
Boa Fé,PINDORETAMA,CV,-4.1249125,-38.25372314193813,5,8,8,8
Favela da Mangueira,GRANJA LISBOA,CV,-3.784897,-38.6124799568708,8,8,8,8
Rafael Arruda,MUCAMBO,PCC,-3.838184,-40.66830602485839,8,8,8,9
Jardim União - Complexo Da Rosalina ,PASSARÉ,CV,-3.8145225,-38.53871300093228,8,8,8,8
Planalto Benjamin,MARACANAÚ,CV,-3.8943695,-38.61849751531851,8,8,8,8
Ilha,MARACANAÚ,CV,-3.881023,-38.66759275154428,8,8,8,8
Vila Society ,BARROSO,CV,-3.812763,-38.51311915932766,8,8,8,8
Labirinto - Caça e Pesca ,PRAIA DO FUTURO II,CV,-3.76903,-38.44189923077774,8,8,8,8
Favela da Caverninha ,GRANJA PORTUGAL,CV,-3.782102,-38.595381426644266,8,8,8,8
Parronca,GUAIÚBA,CV,-4.1133405,-38.65152579429039,8,8,10,13
Diadema 2,HORIZONTE,CV,-4.0955595,-38.48478552718964,8,8,8,8
Zumbi,HORIZONTE,CV,-4.098656,-38.48462875192333,6,8,8,8
Beco Dos Potiguaras,PRAIA DE IRACEMA,CV,-3.719901,-38.517673408823526,4,8,8,8
Bairro Pedrinhas,MERUOCA,CV,-3.68691,-40.34107475744609,7,8,9,9
Iguapé,AQUIRAZ,CV,-3.9429795,-38.29332024501812,6,8,8,8
Cidade De Jardim,JARDIM,TCP/GDE,-7.586609,-39.27766687249931,2,8,10,11
Comunidade do Alfavila,OLAVO OLIVEIRA,CV,-3.7312815,-38.58596338962022,8,8,8,8
Santa Luzia,PEDRAS,CV,-3.8892605,-38.50987151449276,6,8,10,10
Paraíso - Caririaçu ,CARIRIAÇU,TCP/GDE,-7.044968,-39.2854336512605,8,8,8,8
MIRAIMA,MIRAIMA,PCC,-3.5700218,-39.96374999348186,4,8,10,10
São Miguel,SÃO MIGUEL,CV,-3.823783,-38.47246106717967,8,8,8,8
Conj. Tia Joana ,BOM JARDIM,CV,-3.8001925,-38.603127782407405,8,8,8,8
Pajeú,PACAJUS,CV,-4.1882815,-38.45565962080548,2,8,8,8
Invasão ,PICI,CV,-3.7475915,-38.56962481376519,2,8,8,8
Comunidade do Tremzinho,BOM FUTURO,CV,-3.7588755,-38.547886652980594,6,8,8,8
Condomínios,PACAJUS,CV,-4.1803345,-38.47348850516944,8,8,8,8
Comandinho ,ÁLVARO WEYNE,CV,-3.7110715,-38.57455848440213,8,8,8,8
Vila Nascimento,HORIZONTE,CV,-4.103975,-38.49684334917356,8,8,8,8
Queimados,HORIZONTE,CV,-4.1327435,-38.50041018877717,8,8,8,8
Comunidade do Inferninho,QUINTINO CUNHA,CV,-3.721459,-38.59978372558387,8,8,8,8
Pirambu (Complexo do Pirambu),CRISTO REDENTOR,CV,-3.709074,-38.55978256747309,8,8,8,8
Gesso- Crato,CRATO,CV,-7.2317415,-39.40418418932322,7,8,8,8
Polígono 1496,IRACEMA,TCP/GDE,-5.812189500000001,-38.302071047750815,8,8,8,8
Comunidade da Cagece,TABAPUÁ,CV,-3.7363585,-38.60962052771494,8,8,8,8
Comunidade do Pantanal ,BOM JARDIM,CV,-3.7956645,-38.60471504130656,8,8,8,8
João Paulo ll ,BARROSO,CV,-3.8252175,-38.52069928028223,8,8,8,8
Borel - João Paulo ll ,BARROSO,CV,-3.824327,-38.515997942769935,8,8,8,8
CP - João Paulo ll,BARROSO,CV,-3.824778,-38.518745989845215,8,8,8,8
Campo de Aviação ,MORADA NOVA,TCP/GDE,-5.0955425000000005,-38.36926789882605,5,7,8,8
Prado - Cedro,CEDRO,TCP/GDE,-6.6034965,-39.0570325052494,7,7,7,7
Palestina - Caririaçu,CARIRIAÇU,TCP/GDE,-7.033496,-39.27789312444895,5,7,7,7
Nova Aldeota ,ITAPIPOCA,PCC,-3.4831385,-39.56939781740027,3,7,7,7
São Francisco ,BREJO SANTO,PCC,-7.4938685,-38.98092018619767,6,7,7,7
Telha,AQUIRAZ,CV,-3.9637475,-38.46919686848437,4,7,7,8
Cidade de Uruoca,SENADOR SÁ,CV,-3.3136395,-40.559527433199776,7,7,7,8
Cidade de Martinópole,MARTINÓPOLE,CV,-3.2254025,-40.695194287234045,2,7,7,8
Polígono 2250,ITAREMA,CV,-2.9420595,-39.9076479016728,7,7,7,7
Pau Ferrado,ITAPAJÉ,CV,-3.6774085,-39.59668254215977,6,7,7,19
Comunidade Pimentel,BARROSO,CV,-3.8320565,-38.51660933582565,7,7,7,7
Quadras,DIONÍSIO TORRES,CV,-3.7448675,-38.49683861414064,7,7,7,7
Bairro Arariranha- Varjota,PIRES FERREIRA,CV,-4.2022825,-40.464213780172415,6,7,8,8
Santa Inês,PENTECOSTE,PCC,-3.7851885,-39.26248334964854,5,7,8,12
Icapuí,ICAPUÍ,CV,-4.717347500000001,-37.35182554749165,1,7,7,7
Catuana,CAUCAIA,CV,-3.686981,-38.91341209129625,5,7,11,14
Oiticia ,ITAITINGA,CV,-3.964589,-38.508376389314925,2,7,9,9
Baixa Grande,EUSÉBIO,CV,-3.930251,-38.45586286640538,1,7,7,7
Polígono 662,PARACURU,CV,-3.41119895,-39.03136368408872,7,7,7,7
Rua do Bueiro,MERUOCA,CV,-3.693987,-40.35998360070323,7,7,7,7
Pedreira,SÃO LUÍS DO CURU,CV,-3.7861365,-39.271247593836726,7,7,7,11
Comunidade da Vacaria - Araturi,MARECHAL RONDON,PCC,-3.768464,-38.6413891054365,7,7,7,7
Cidade Nova- Tauá,TAUÁ,PCC,-5.9964695,-40.29155289689514,4,7,7,7
LUIS ALVES DE FREITAS - LIMOEIRO DO NORTE - CV,LIMOEIRO DO NORTE,CV,-5.134498,-38.09638899700076,5,7,7,7
Missi,MIRAÍMA,CV,-3.6218165,-39.819819339408,6,7,7,22
MORRO BRANCO,MISSÃO VELHA,CV,-7.31749665,-39.25090430953183,6,7,7,9
CONDOMÍNIO SÃO PAULO E SÃO PEDRO,IPARANA,CV,-3.68839,-38.66055708552152,5,7,7,7
Altamira,CRATEÚS,CV,-5.1756765,-40.67416757422508,2,7,7,7
Santa Luzia ,CANINDÉ,CV,-4.3560485,-39.31540062855543,7,7,7,7
Alto do Moinho,CANINDÉ,CV,-4.363944500000001,-39.30717734811629,7,7,7,7
Mangue Seco,JIJOCA DE JERICOACOARA,CV,-2.843005,-40.55660370766222,4,7,7,8
Cajueiro,ARACATI,CV,-4.591009,-37.738963407659575,6,7,7,7
Bertolândia,JUAZEIRO DO NORTE,CV,-7.2314405,-39.2824009227817,2,7,8,8
Coité Pedreira,CAUCAIA,CV,-3.745641,-38.74446321189545,6,7,8,8
Moitas,ITAREMA,CV,-3.007436,-39.69112538499551,0,7,8,10
Loteamento Osório de Paiva,SIQUEIRA,CV,-3.8262885,-38.63021138873873,7,7,7,7
Tianguazinho,TIANGUA,CV,-3.7229435,-40.98182077894289,7,7,7,7
Putiú- Quixadá,QUIXADA,CV,-4.980758,-39.01787042311469,7,7,7,7
Salesianos,JUAZEIRO DO NORTE,CV,-7.21001,-39.32529692926609,3,7,7,7
Guriú - Camocim,JIJOCA DE JERICOACOARA,CV,-2.8502635,-40.59299396202157,6,7,7,13
Bulandeira - Barbalha,JUAZEIRO DO NORTE,CV,-7.2909495,-39.31221800861352,3,7,7,7
Perseguidas - Acaraú ,ACARAÚ,CV,-2.8959055,-40.12089261279754,5,7,9,9
Conjunto Nova Esperança ,PARACURU,CV,-3.415432,-39.04113394971949,6,7,7,7
Canal,RODOLFO TEÓFILO,CV,-3.7438705,-38.54742457377049,7,7,7,7
Marinheiros,TRAIRI,CV,-3.1692629,-39.47611856688587,4,7,9,19
Planalto Cidade Nova,PLANALTO AYRTON SENNA,CV,-3.8371245,-38.57879912993618,7,7,7,7
Morro do Macaco,PACATUBA,CV,-3.958423,-38.69812482456141,7,7,7,9
Vila da volta - Aracati,FORTIM,TCP/GDE,-4.536895,-37.79003113668556,4,7,7,8
Cidade de Bela Cruz ,ACARAU,CV,-3.059576,-40.1714791455718,3,7,9,16
Favelinha- Aerolândia,AEROLÂNDIA,CV,-3.7775145,-38.51426623578887,7,7,7,7
Felipe Camarão (Complexo do Pirambu),PIRAMBU,CV,-3.710334,-38.55413709444905,7,7,7,7
Roldão ,MORADA NOVA,TCP/GDE,-5.2398735,-38.48917377811727,6,7,7,12
Canal - Rabo da gata,ELLERY,CV,-3.7232095,-38.55908382700743,6,6,6,6
Favelinha (Comunidade Izabel),CRISTO REDENTOR,CV,-3.7062425,-38.55918049321113,6,6,6,6
Comunidade do Caldeirão (Complexo do Pirambu),PIRAMBU,CV,-3.710021,-38.55164647811816,6,6,6,6
Comunidade Grafiteiros,BARRA DO CEARÁ,CV,-3.710839,-38.58038893014142,6,6,6,6
Comunidade do Gato Morto,BARRA DO CEARÁ,CV,-3.7065845,-38.5887955334596,6,6,6,6
Comunidade Tocantins,AUTRAN NUNES,CV,-3.7585925,-38.5957377581786,6,6,6,6
2.V,VILA VELHA,CV,-3.7175995,-38.60733660628019,6,6,6,6
Rua da Paz (Complexo do Pirambu),PIRAMBU,CV,-3.7121295,-38.55110915972492,6,6,6,6
Conjunto Cidade de Deus ou CDD,BARRA DO CEARÁ,CV,-3.711478,-38.577656105452384,6,6,6,6
Buenos Aires II,HORIZONTE,CV,-4.0978460000000005,-38.50685747361733,6,6,6,6
Catolé,HORIZONTE,CV,-4.075209,-38.50955086124229,0,6,12,12
Cidade de Morrinhos,MORRINHOS,CV,-3.2307275,-40.1204569127907,0,6,7,16
Vila Inês,JARDIM IRACEMA,CV,-3.7270115,-38.58016712099339,6,6,6,6
Zezinho da costa - Várzea alegre,VÁRZEA ALEGRE,TCP/GDE,-6.792827000000001,-39.29689914272544,6,6,6,6
Vila Peri - Várzea alegre,VÁRZEA ALEGRE,TCP/GDE,-6.7937425000000005,-39.307779368834616,6,6,8,8
Mondego,BATURITE,TCP/GDE,-4.320202,-38.883659683333335,6,6,6,6
Parque Genezare,ITAITINGA,CV,-3.978349,-38.53817377507161,6,6,6,6
Favela do Balão - Boa Vista,GUADALAJARA,CV,-3.760037,-38.61397351352875,6,6,6,6
Bairro do Salgado,SÃO LUÍS DO CURU,CV,-3.675915,-39.2384290525675,4,6,6,6
Beira Rio,IRACEMA,TCP/GDE,-5.807459,-38.31116221111735,6,6,6,9
Vila Bezerra,MORADA NOVA,TCP/GDE,-5.0963745,-38.37282495298628,5,6,6,6
Girilândia,MORADA NOVA,TCP/GDE,-5.1048735,-38.38082352152162,5,6,6,6
Cidade De Jati,JATI,TCP/GDE,-7.689069,-39.00502259708122,6,6,6,15
Cidade de Palmácias,PALMÁCIA,CV,-4.147291,-38.84889892929293,2,6,6,20
Alto do Bode,AUTRAN NUNES,CV,-3.753444,-38.5962852423611,6,6,6,6
Buenos Aires I,HORIZONTE,CV,-4.108301,-38.50643820635264,6,6,6,6
Comunidade do São Pedro - Aracape,ARACAPÉ,CV,-3.8283715,-38.585552801136366,6,6,6,6
Comunidade do Bandeirantes - Conjunto Esperança,CONJUNTO ESPERANÇA,CV,-3.813789,-38.5952337154195,6,6,6,6
Conj. Siqueira ,CANINDEZINHO,CV,-3.813316,-38.59904759421365,6,6,6,6
Rua do Catole ,JARDIM DAS OLIVEIRAS,CV,-3.7845775,-38.50493069204718,6,6,6,6
Brooklyn ,SALINAS,CV,-3.7696375,-38.49823283096089,6,6,6,6
Favela do Seu Geraldo,JANGURUSSU,CV,-3.844035,-38.5091806344086,6,6,6,6
Invasão ,CANINDEZINHO,CV,-3.808082,-38.6107440074392,6,6,6,6
GM,PRESIDENTE KENNEDY,CV,-3.730473,-38.56523295399736,2,6,6,6
CAMPO ,SÃO BENTO,CV,-3.850747,-38.48463752596538,6,6,6,6
Favela Do NB ,PRAIA DO FUTURO I,CV,-3.7330565,-38.45977123674405,6,6,6,6
Salgadeira - Jardim América,JARDIM AMÉRICA,CV,-3.754038,-38.5388013229958,6,6,6,6
Favela dos Pirineus,MONDUBIM,CV,-3.820546,-38.57637195238095,6,6,6,6
Camberrinha,NOVO MONDUBIM,CV,-3.809952,-38.58678954377859,6,6,6,6
Campo do Botafogo,SÃO MIGUEL,CV,-3.747213,-38.60303598447645,6,6,6,6
Jari,SIQUEIRA,CV,-3.82079,-38.624422903953615,6,6,6,6
Favela da Gv,PARQUE SĂO JOSÉ,CV,-3.80244,-38.59068917825224,6,6,6,6
Comunidade Vertical,PARQUE SĂO JOSÉ,CV,-3.8040865,-38.59236823866348,6,6,6,6
Cidade Alta,ELLERY,CV,-3.719333,-38.5598730507752,6,6,6,6
Beira Rio - Conj. Palmeiras I,CONJUNTO PALMEIRAS,CV,-3.842482,-38.530646870260014,6,6,6,6
São Francisco,BATURITE,CV,-4.336657000000001,-38.88819171803978,4,6,8,8
Bairro da Manga,BATURITE,CV,-4.340898,-38.87125664413057,6,6,6,6
Areias,BATURITE,CV,-4.323727,-38.86071357005787,4,6,6,6
Palmatória ,ITAPIÚNA,CV,-4.524122,-39.00555984118581,6,6,6,14
Vila dos Operários,PARQUELÂNDIA,CV,-3.739009,-38.55827456890674,6,6,6,6
Conjunto Ceará I,CONJUNTO CEARÁ I,CV,-3.7616865,-38.60836059715923,6,6,6,6
Conjunto Ceará II,CONJUNTO CEARÁ II,CV,-3.77051,-38.61579657532102,4,6,6,6
Parque Guadalajara,GUADALAJARA,CV,-3.7631425,-38.62174492984909,6,6,6,6
Comunidade Rua 1,FLORESTA,CV,-3.7192185,-38.57763283871889,6,6,6,6
Centro De Monsenhor Tabosa ,MONSENHOR TABOSA,CV,-4.791156,-40.06449335370071,6,6,6,6
Palmeiras1,CONJUNTO PALMEIRAS,CV,-3.8434995,-38.52511695394736,6,6,6,6
JUCÁS - Buraco da Gia,JUCÁS,CV,-6.519747,-39.523729859741785,6,6,6,7
Quadra 14 - Cidade Jardim ll,DIF III,CV,-3.8477155,-38.55206935389133,6,6,6,6
Residencial Maria Alves Carioca,GRANJA LISBOA,CV,-3.783119,-38.61596789195583,6,6,6,6
Rio Novo,PINDORETAMA,CV,-4.1341055,-38.24429452356307,5,6,6,6
Conjunto Rosa Luxemburgo,SÃO BENTO,CV,-3.8575325,-38.48388619702099,6,6,6,6
Alto do Rosário- Barbalha,BARBALHA,CV,-7.315147,-39.30693059275242,6,6,6,6
São José,JUAZEIRO DO NORTE,CV,-7.231138,-39.34885709481189,3,6,6,6
Rua da Palha- Quixadá,QUIXADA,CV,-4.9835675,-39.0127105714693,6,6,8,8
Herval- Quixadá,QUIXADA,CV,-4.965663,-39.01724453296704,4,6,7,7
Vila Peri,VILA PERI,CV,-3.784549,-38.57532977626988,6,6,6,6
Lagoa Do Urubu - Álvaro Weyne,FLORESTA,CV,-3.7207535,-38.574421210798135,6,6,6,6
Castanhola,JARDIM DAS OLIVEIRAS,CV,-3.7871075,-38.50889735344509,6,6,6,6
Distrito de Rasteira,FORQUILHA,CV,-3.85784,-40.23221682139853,4,6,10,10
PARANÁ,IGUATU,CV,-6.34960955,-39.29924653560758,4,6,6,7
Deserto,TURURU,CV,-3.5119955,-39.49297332457611,5,6,7,21
BRASÍLIA,IGUATU,CV,-6.3529496000000005,-39.29933270005682,6,6,6,6
QUIXELÔ,QUIXELÔ,CV,-6.252388,-39.19921163043479,6,6,6,14
ALTO DO JUCÁ,IGUATU,CV,-6.37458245,-39.29618205646307,6,6,6,6
JARDIM OASIS,IGUATU,CV,-6.3572905,-39.31235272729344,6,6,6,6
Sol Nascente - Aquiraz,AQUIRAZ,CV,-3.9162125,-38.37714590827397,4,6,7,7
Venâncio ,CRATEÚS,CV,-5.1801390000000005,-40.65621389198896,5,6,6,6
Sem Terra,JARDIM IRACEMA,CV,-3.7159965,-38.58468586979083,6,6,6,6
Complexo da Areninha,AUTRAN NUNES,CV,-3.751535,-38.60084699049847,6,6,6,6
São José - Quixada ,QUIXADA,CV,-4.956569,-39.02926723470944,3,6,6,6
Lagoa Seca de Maraponga,MARAPONGA,CV,-3.788805,-38.56197244024045,2,6,6,6
Vila Nova - Parangaba,PARANGABA,CV,-3.779173,-38.565800720244425,6,6,6,6
Tirol ,CARLITO PAMPLONA,CV,-3.714997,-38.55320732149999,6,6,6,6
Parque Iracema,PARQUE IRACEMA,CV,-3.9028095,-38.67700362018756,4,6,8,8
Croata I,PACAJUS,CV,-4.167022,-38.45304483726433,6,6,7,7
Sinhá Saboia,SOBRAL,CV,-3.7067535,-40.33444980325609,6,6,6,6
Coxinha,MERUOCA,CV,-3.6778145,-40.37642767948135,6,6,6,8
Carandiru (Alto do Bode),AUTRAN NUNES,CV,-3.7572765,-38.594097862257854,6,6,6,6
Comunidade Inferninho,CANINDEZINHO,CV,-3.811121,-38.60422462396397,6,6,6,6
Sem Terra - Guaiuba,GUAIÚBA,CV,-4.046153,-38.63155653847048,6,6,6,6
Vila das Flores,MARACANAÚ,CV,-3.8960955,-38.62152429908679,4,6,6,6
Conj. Novo Modumbi ,NOVO MONDUBIM,CV,-3.8087615,-38.58772168486766,6,6,6,6
Barreiros - Planalto Ayrton Senna ,PLANALTO AYRTON SENNA,CV,-3.8359235,-38.571991058758925,6,6,6,6
Baixada - Complexo Da Rosalina,PARQUE DOIS IRMĂOS,CV,-3.8134565,-38.54421945851709,6,6,6,6
Palestina - Presidente Vargas,PARQUE PRESIDENTE VARGAS,CV,-3.8263405,-38.601796803344605,4,6,6,6
Campo Do Baleia - Barroso ll,PASSARÉ,CV,-3.8211855,-38.52538533154006,6,6,6,6
Novo Barroso,PASSARÉ,CV,-3.8162895,-38.52848398352734,6,6,6,6
Mutirão ,PINDORETAMA,CV,-4.13666,-38.24899988085852,5,6,6,6
Baú - Guaiuba ,GUAIÚBA,CV,-4.1234465,-38.66190165128755,6,6,6,10
Favela Do Abc,LAGOA REDONDA,CV,-3.822155,-38.46619734003892,6,6,6,6
GS,EDSON QUEIROZ,CV,-3.7718895,-38.47336977971845,6,6,6,6
Rua da Feira,EDSON QUEIROZ,CV,-3.773135,-38.47268845787234,6,6,6,6
Nova Cigana,PARQUE SOLEDADE,CV,-3.7464685,-38.65803610251798,6,6,6,6
Tabuba,IPARANA,CV,-3.6482865,-38.70060571386245,4,6,6,6
Residencial Nossa Senhora das Dores - Juazeiro do norte,JUAZEIRO DO NORTE,CV,-7.2237455,-39.276844787425546,2,6,6,6
Vila Manuel Sátiro,MANOEL SÁTIRO,CV,-3.79399765,-38.57836297642193,6,6,6,6
Beco do 12 ,VARJOTA,CV,-3.733311,-38.48796381837042,6,6,6,6
Cajueiros ,CIDADE 2000,CV,-3.7606475,-38.47214343705899,6,6,6,6
Favela da Peste,ALTO DA BALANÇA,CV,-3.7628825,-38.51386016916961,6,6,6,6
Comunidade da Barreirinha (Alto da Balança),ALTO DA BALANÇA,CV,-3.763616,-38.50983837091263,6,6,6,6
Pio XII,SÃO JOÃO DO TAUAPE,CV,-3.758138,-38.51068204708199,6,6,6,6
Favelinha (Lagamar),ALTO DA BALANÇA,CV,-3.7610415,-38.51615021995856,6,6,6,6
Lagamar,ALTO DA BALANÇA,CV,-3.7614085,-38.51327794209743,6,6,6,6
Morro do Gengibre,CIDADE 2000,CV,-3.749169,-38.46498332663043,4,6,6,6
Comunidade Madureira - Caucaia,PARQUE SOLEDADE,CV,-3.719665,-38.65228627120944,6,6,6,6
Tabapuazinho,TABAPUÁ,CV,-3.738008,-38.61780787025316,6,6,6,6
Padre Romualdo,PARQUE SOLEDADE,CV,-3.7234465,-38.65502129872789,4,6,6,6
Marrocos,PARQUE DOIS IRMĂOS,CV,-3.817427,-38.542944840326825,6,6,6,6
Barreiros,PARQUE ALBANO,CV,-3.7520335,-38.62551040458819,6,6,6,6
Apê,EDSON QUEIROZ,CV,-3.7724425,-38.45779936476239,6,6,8,8
Comunidade do Jacaré,COAÇU,CV,-3.8482875,-38.48089129966074,6,6,6,6
COMUNIDADE DO ÓLEO - CAMPO DO ESTRELA,BARROSO,CV,-3.8293785,-38.51631853194085,6,6,6,6
Comunidade Beira Sol ,ITAOCA,CV,-3.777309,-38.54918699876042,6,6,6,6
Conefor,CAIS DO PORTO,CV,-3.7104265,-38.46846780654988,6,6,6,6
Comunidade Da Principal ,GENIBAÚ,CV,-3.7604605,-38.59788242467079,6,6,6,6
Novo Oriente,NOVO ORIENTE,CV,-3.845704,-38.61392684304559,6,6,6,6
15 de Novembro,PENTECOSTE,CV,-3.7930065,-39.25795141246407,6,6,6,14
Rua da Bosta - Alto da Liberdade ,SANTANA DO ACARAÚ,CV,-3.456945,-40.20677142974294,6,6,6,7
Invasão - Sabiaguaba,SABIAGUABA,CV,-3.8084495,-38.43135027105052,6,6,6,6
Estação Rachel de Queiroz,ALTO ALEGRE II,CV,-3.850888,-38.60919353848064,6,6,10,10
Cidade de Carnaubal,CARNAUBAL,CV,-4.1595225,-40.94033451068083,4,6,6,7
Parque de Vaquejada,ASSARÉ,PCC,-6.8710365,-39.86720112645349,2,6,6,9
Comunidade Isabelzinha,LAGOA REDONDA,CV,-3.8229165,-38.45554728974432,4,6,6,6
Tamboril,TAMBORIL,CV,-4.8357835,-40.32402106592025,3,6,12,16
Inhuçu - São Benedito,SAO BENEDITO,CV,-4.11558675,-40.87159444889837,3,6,8,12
25 E 26 DE AGOSTO - RUSSAS ,QUIXERE,CV,-4.9406415,-37.97899649553092,6,6,6,6
Fazendinha,VICENTE PINZÓN,CV,-3.7314595,-38.46904081258841,6,6,6,6
Comunidade do Muro Alto - (Complexo do Vincent Pizon),VICENTE PINZÓN,CV,-3.7300675,-38.46900690755562,6,6,6,6
Mirante (Complexo do Vicente Pinzon),VICENTE PINZÓN,CV,-3.7247645,-38.47539716713092,6,6,6,6
Condomínios Tenente Coelho,JUAZEIRO DO NORTE,PCC,-7.2108915,-39.28661537622834,6,6,8,8
Bairro do Estádio ,TIANGUA,PCC,-3.7318805,-41.00388967647059,6,6,6,6
Baixa Da Jumenta - Maraponga,PARANGABA,CV,-3.784447,-38.57091035515218,6,6,6,6
Cidade de Cariús,CARIÚS,CV,-6.534705000000001,-39.497408168348045,6,6,7,14
Beco da Sodine,PARREÃO,CV,-3.759463,-38.53154133670034,4,6,6,6
Coreaú,COREAÚ,PCC,-3.5504085,-40.657290404960136,4,6,8,9
Cirolândia,BARBALHA,PCC,-7.3217265,-39.29685497717257,5,6,6,6
Planalto dos Colibris,TAUÁ,PCC,-6.006648,-40.29780184787267,5,6,6,6
Jenipapeiro - Aquiraz,AQUIRAZ,CV,-3.971608,-38.40694192259697,2,6,10,10
CARAÚBAS,TRAIRI,PCC,-3.3208046,-39.33166387202823,6,6,6,8
Comunidade do Alecrim- Lagoa da Sapiranga,SAPIRANGA / COITÉ,CV,-3.792992,-38.46863167130441,6,6,6,6
A.P- Planalto Pici,DOM LUSTOSA,CV,-3.75323,-38.58061054607978,6,6,6,6
Residencial Turmalina,VILA VELHA,CV,-3.718478,-38.60406419492183,6,6,6,6
Terra Prometida,TIANGUA,PCC,-3.729712,-41.01059252081678,4,6,6,6
Quiterianopolis ,QUITERIANÓPOLIS,PCC,-5.8474105000000005,-40.70433476036273,3,6,6,14
Piçarra,JARDIM IRACEMA,CV,-3.7144555,-38.58247761425428,6,6,6,6
Comunidade ABC - Quintino Cunha,QUINTINO CUNHA,CV,-3.732296,-38.60199338939385,6,6,6,6
Bairro José Rosa,BOA VIAGEM,PCC,-5.1228045,-39.726063917003785,5,6,6,6
CORREGO FUNDO,TRAIRI,PCC,-3.3611086500000003,-39.35643504969938,4,6,6,6
Vila Azul- Boa Viagem,BOA VIAGEM,PCC,-5.1294895,-39.73491930049261,5,6,6,6
Favela da 3P,BARRA DO CEARÁ,CV,-3.7024425,-38.572831384127696,6,6,6,6
Favela do Bical,BARRA DO CEARÁ,CV,-3.704716,-38.574990664573605,6,6,6,6
Conjunto Habitacional 1° de Março ou Blocos,BARROSO,CV,-3.817677,-38.51772741330451,6,6,6,6
Parque Havaí,EUSÉBIO,CV,-3.9052285,-38.44893587148439,4,6,6,6
Condomínio da 6 (Complexo da Barra do Ceará),BARRA DO CEARÁ,CV,-3.7038345,-38.57585399791628,6,6,6,6
