micronodo,area_oficial,faction,lat,long,cvli_count_500m,cvli_count_1km,cvli_count_2km,cvli_count_total
Quixabá,ARACATI,CV,-4.5719445,-37.6574172949536,2,2,2,2
Farol - Serviluz ,CAIS DO PORTO,CV,-3.708092,-38.46982650648648,2,2,2,2
Barra Nova,PINDORETAMA,CV,-4.0997385,-38.15378826716751,2,2,2,5
Mingau ll,CAUCAIA,CV,-3.8139025,-38.72685775336584,2,2,2,2
Alto da Alegria - Barbalha,BARBALHA,CV,-7.3090345,-39.29372738050479,1,2,2,2
Morro do Urubu,CRATEÚS,CV,-5.170977000000001,-40.672012389728806,2,2,2,2
Cohab - Crateús ,CRATEÚS,CV,-5.156844,-40.66140935911371,2,2,2,4
Monte (Canindé),CANINDÉ,CV,-4.360272,-39.31991997730585,2,2,2,2
Coelho Neto,ÁLVARO WEYNE,CV,-3.7186985,-38.569913,2,2,2,2
Boqueirão- Caucaia,CAUCAIA,CV,-3.725665,-38.76734659426866,2,2,3,3
Comunidade Coelho Neto ou Vila Amarela,FLORESTA,CV,-3.715168,-38.57626549554942,2,2,2,2
Conjunto 7 Prédios,BARRA DO CEARÁ,CV,-3.705647,-38.58330883807066,2,2,2,2
MATA DOS LIMAS,JUAZEIRO DO NORTE,CV,-7.27841795,-39.32609351031857,1,2,5,6
Conjunto Habitacional da Rosalina (Complexo da Rosalina),PARQUE DOIS IRMĂOS,CV,-3.8092085,-38.54718783366599,2,2,2,2
Cidade Nova ,CIDADE NOVA,TCP/GDE,-4.0410925,-40.86065747802374,2,2,2,2
Blocos- Paupina,COAÇU,CV,-3.847221,-38.48161743536404,2,2,2,2
Queimados,HORIZONTE,CV,-4.1198005,-38.526050134556,2,2,2,2
Parque Araxá,PARQUE ARAXÁ,CV,-3.7390505,-38.54507869322444,0,2,2,2
Mirante da Serra - Cascavel,PINDORETAMA,CV,-4.1434185,-38.252932522686535,2,2,3,9
Alto da Coruja,ITAPERI,CV,-3.787102,-38.55031323097463,2,2,2,2
PRAIA DAS CURIMÃS,BARROQUINHA,CV,-2.8908547,-41.184212607529645,2,2,2,2
Potiretama,POTIRETAMA,CV,-5.7205555,-38.15294135212025,2,2,2,9
Vila Brasilia - Banabuiu,BANABUIÚ,CV,-5.3184255,-38.92020698471223,0,2,2,3
Lagoinha,EUSÉBIO,CV,-3.8944345,-38.43832489181632,0,2,2,2
Quatigaba,TIANGUA,CV,-3.674697,-41.06723559607984,0,2,3,11
Comunidade dos Trilhos,COCÓ,CV,-3.745208,-38.49018138383838,2,2,6,6
Alto do Cristo,CAMOCIM,CV,-3.1238155,-40.82511418057828,2,2,2,2
Vacaria do Dom Lustosa,DOM LUSTOSA,CV,-3.7488935,-38.586669894184425,2,2,2,2
Sem terra ,BOA VISTA/CASTELÃO,CV,-3.8004325,-38.52749863535032,2,2,2,2
Samassa,RODOLFO TEÓFILO,CV,-3.7450355,-38.55246534973924,2,2,2,2
Beco da Betânia ,PARANGABA,CV,-3.784089,-38.56257552777778,2,2,2,2
Brejo,EUSÉBIO,CV,-3.8567535,-38.45712929813025,2,2,2,2
Coimbra (Complexo do Pirambu),CRISTO REDENTOR,CV,-3.7068075,-38.560593773047565,2,2,2,2
Morada Nova - Acaraú ,ACARAÚ,CV,-2.9146,-40.12231816271276,0,2,2,2
AEROPORTO - RUSSAS ,QUIXERE,CV,-4.945611,-38.00364620555608,2,2,2,2
Comunidade da Arca,SÃO MIGUEL,CV,-3.745727,-38.6019423610649,2,2,2,2
Favela do Lameral,PARQUE DAS NAÇÕES,CV,-3.745599,-38.60723114817606,2,2,2,2
Parque Albano,PARQUE ALBANO,CV,-3.7548755,-38.61191105317578,2,2,2,2
Praia das Fontes ,CASCAVEL,CV,-4.185195,-38.09552309392524,0,2,3,4
Planalto Nova Pompeia,QUIXERAMOBIM,CV,-5.1871825000000005,-39.301583438257325,1,1,1,2
Violete ,SÃO GONÇALO DO AMARANTE,CV,-3.672304,-39.07993671015643,1,1,2,3
Papara - Maranguape,MARANGUAPE,CV,-4.025085000000001,-38.74585017102842,1,1,1,1
Boca do Acre,CAMOCIM,CV,-3.130125,-40.828634891321045,1,1,1,2
Pimenteira- São Benedito,SAO BENEDITO,TCP/GDE,-4.031795499999999,-40.86757368601269,1,1,1,1
José de Alencar,JOSÉ DE ALENCAR,CV,-4.572158,-37.76909970352917,1,1,1,1
Beleza - Parambu,PARAMBU,CV,-6.204238500000001,-40.698821145142205,0,1,1,2
Vila Nova - Parambu,PARAMBU,CV,-6.2192505,-40.70816068888739,1,1,1,5
Caixa D'Água - Parambu,PARAMBU,CV,-6.214154000000001,-40.70225835678883,1,1,1,1
Bairro Brasília - Parambu,PARAMBU,CV,-6.2196885,-40.69905913569079,1,1,1,1
ALTO SÃO JOÃO - RUSSAS,QUIXERE,CV,-4.9401235,-38.000235341780666,0,1,1,1
Severino - Uruburetama ,URUBURETAMA,CV,-3.569522,-39.509736366339126,1,1,1,2
Bairro Santo André de Barbalha,BARBALHA,CV,-7.3277185,-39.29490061117396,1,1,1,1
Comunidade Pedra Viva,CRATEÚS,CV,-5.183778,-40.6524019226941,1,1,1,1
Ibaretama,IBARETAMA,TCP/GDE,-4.8185965,-38.81739213533034,1,1,1,21
Cruzeiro,GRAÇA,TCP/GDE,-4.059226000000001,-40.86422522329356,1,1,1,1
Pedra Redonda,ITAIÇABA,MASSA,-4.592385500000001,-37.79706788565506,1,1,1,1
Pedrinha - Acaraú ,ACARAÚ,CV,-2.8760125,-40.11988675532424,1,1,1,1
Itaipaba,ACARAPE,CV,-4.185887,-38.58543463200935,0,1,1,5
EMBOQUE TCP,BREJO SANTO,TCP/GDE,-7.49663375,-38.98160462798354,1,1,1,3
Pega Avoante - Cedro,CEDRO,TCP/GDE,-6.615581499999999,-39.0604580118451,1,1,1,1
Distrito de Várzea Redonda,SÃO GONÇALO DO AMARANTE,CV,-3.531141,-39.146702974563325,1,1,2,2
Beco do Siri,ARACATI,CV,-4.573481,-37.77403222253582,1,1,1,1
Comunidade da Prescilha,ARACATI,CV,-4.576075,-37.76358912599049,1,1,1,1
Vila São José,ARACATI,CV,-4.5844465,-37.77580122099402,1,1,1,1
Castelo,ARACATI,CV,-4.572292,-37.77236681782946,1,1,1,1
Vila Por do Sol,PARAIPABA,CV,-3.348394,-39.144498669305,1,1,2,2
Bairro do Aterro,ARACATI,CV,-4.570834,-37.76652603717472,1,1,1,1
PEIXE - RUSSAS - PCC,RUSSAS,PCC,-4.9264655,-38.08906801417878,1,1,1,1
SITIO CANTO - RUSSAS ,QUIXERE,PCC,-4.9867805,-38.02234954932168,1,1,4,4
BONFIM,GROAIRAS,PCC,-3.77551995,-40.45660911541083,1,1,1,2
Multirao,QUIXERE,PCC,-4.91913,-37.98648288681152,1,1,1,1
Aroeiras - Coreau,ALCÂNTARAS,CV,-3.64286,-40.62257194060838,1,1,1,5
Alto do Cruzeiro- Senador Pompeu,SENADOR POMPEU,CV,-5.584097,-39.378789160194174,1,1,1,1
Pantanal- Senador Pompeu,SENADOR POMPEU,CV,-5.5834775,-39.38197114677419,1,1,1,2
São Vicente,CRATEÚS,CV,-5.178925,-40.66435268272346,1,1,1,1
Conjunto Nova Assunção,BARROSO,CV,-3.8167655,-38.51537033470456,1,1,1,1
Alto da Raposa,CAUCAIA,CV,-3.7042635,-38.758763363575866,1,1,1,1
Vila do Felix - Beberibe,BEBERIBE,CV,-4.513702,-38.18288922529632,0,1,2,5
Cajuais,ICAPUÍ,CV,-4.699125,-37.37843153678078,1,1,1,1
Conjunto Esperança - Quixeramobim,QUIXERAMOBIM,CV,-5.188613999999999,-39.27756156292829,1,1,1,2
Vila São Paulo,QUIXERAMOBIM,CV,-5.1956035,-39.28232205420801,1,1,1,1
Loteamente Monte Flor,QUIXERAMOBIM,CV,-5.183465,-39.2979394915334,0,1,1,1
CORREGO DE AREIA - LIMOEIRO DO NORTE,LIMOEIRO DO NORTE,CV,-5.199031,-38.12430660586979,0,1,1,3
Duque de Caxias,FORTIM,CV,-4.5543885,-37.76314283968309,1,1,1,1
Bairro da Baixada,ARACATI,CV,-4.559145,-37.7634271615424,1,1,1,1
Vila Pinheiro,JAGUARIBE,CV,-5.9071545,-38.62229170278865,1,1,1,1
Guajiru,FORTIM,CV,-4.415637,-37.84731316098901,1,1,1,3
Sítio Guarda,AQUIRAZ,CV,-4.034732,-38.42441318439288,0,1,3,5
Sinal,ARACATI,CV,-4.5618695,-37.76551496120324,1,1,1,1
Bairro do Patu,SENADOR POMPEU,PCC,-5.5935935,-39.37838274788584,1,1,1,4
Urbano Teixeira - Itapipoca ,ITAPIPOCA,PCC,-3.4907855,-39.599771499207954,1,1,6,8
Novo Horizonte - Itapipoca ,ITAPIPOCA,PCC,-3.4939955,-39.594880915804325,1,1,1,1
Mourão - Itapipoca ,ITAPIPOCA,PCC,-3.50155,-39.59733507270906,1,1,1,1
JARDIM DE SÃO JOSÉ - RUSSAS ,LIMOEIRO DO NORTE,PCC,-5.0107610000000005,-38.04868010897178,0,1,3,3
Chácara da Prainha ou Portelinha,AQUIRAZ,CV,-3.906082,-38.368614317422654,1,1,1,1
Boqueirão - Caucaia ,CAUCAIA,CV,-3.746939,-38.87516787567205,0,1,1,5
Rua da Torre,FORTIM,CV,-4.5550025000000005,-37.76247319411682,1,1,1,1
Barra - Fortim,FORTIM,CV,-4.4347005,-37.78501848087461,0,1,1,1
Maceió - Fortim,FORTIM,CV,-4.408803,-37.78649404853059,1,1,1,1
Olho D'água - Aracati,ARACATI,CV,-4.644607499999999,-37.59367329686114,1,1,2,3
Salgadinho,ITAPIPOCA,PCC,-3.5031845,-39.575081916702246,0,1,1,1
Área Nobre,ITAPIPOCA,PCC,-3.4969015,-39.57176385604953,0,1,1,1
Bairro José Alexandrino Nogueira- Tauá,TAUÁ,PCC,-5.995145,-40.298858073239366,1,1,1,1
SÃO MIGUEL,SÃO MIGUEL,PCC,-7.337009,-38.66448823781549,1,1,1,1
Boa Vista dos Vieiras,MARANGUAPE,CV,-4.0212465,-38.71882331504024,1,1,2,2
Jubaia de Maranguape,GUAIÚBA,CV,-4.052271,-38.71212501812039,0,1,1,1
Nossa Sra. Dos Navegantes ,BARROQUINHA,CV,-3.0225745,-41.13553855208452,1,1,1,1
Comunidade do Canal - Pajuçara,CIDADE NOVA,CV,-3.864122,-38.57832183712354,0,1,1,1
JARANDRAGOEIRA,CAUCAIA,CV,-3.8085208,-38.7461326206013,1,1,1,3
Tabua Lascada - Aracati,ITAIÇABA,CV,-4.640371,-37.79642617513369,0,1,1,1
Alto do Posto ,CAMOCIM,CV,-3.1277565000000003,-40.833564366411565,1,1,1,3
Alto do Tor,JUCÁS,CV,-6.5257775,-39.53725137498004,1,1,1,4
Gargoe,ITAREMA,CV,-2.9440125000000004,-39.91256337240058,1,1,1,1
Ererê,ERERÉ,PCC,-6.0272015,-38.3429266056077,0,1,1,1
Planalto Das Bailarinas,ACARAÚ,CV,-2.9067815,-40.1150862429348,1,1,1,1
Vila Cabral,EUSÉBIO,CV,-3.8848155,-38.40904141990978,0,1,2,2
Pratius ll,PINDORETAMA,CV,-4.035363,-38.252506005810254,1,1,4,4
Lagoa Do Tigre Sul,NOVO ORIENTE,PCC,-5.5388605,-40.78721945517714,0,1,1,1
Boqueirão De Cesário - Russas ,BEBERIBE,CV,-4.590256,-38.209810714442966,1,1,1,3
Patriarcas,CRATEÚS,CV,-5.164568,-40.66733086024213,1,1,1,1
Jose Rosa,CRATEÚS,CV,-5.1795290000000005,-40.649122431208056,1,1,1,2
Vicente Rodrigues ,NOVO ORIENTE,PCC,-5.5274265,-40.77853589293461,0,1,1,6
Mirandao,CRATO,PCC,-7.2366075,-39.39618299789758,1,1,1,1
Praia do Balbino,PINDORETAMA,CV,-4.021958,-38.221910205002594,1,1,2,2
Tijucussu 2,PINDORETAMA,CV,-4.0773075,-38.24678216832242,1,1,1,1
Praia do Presídio,AQUIRAZ,CV,-3.934014,-38.31170290739915,1,1,1,1
Beira do Açude ,PACAJUS,CV,-4.165425,-38.44522456058509,1,1,1,1
Caracará,MIRAIMA,CV,-3.7143545,-40.01846947510094,1,1,1,3
Caiçara,JIJOCA DE JERICOACOARA,CV,-2.8578145,-40.4078603592763,1,1,1,1
Cohab,PARQUE SOLEDADE,CV,-3.723916,-38.698575540777696,1,1,2,2
Aningas,HORIZONTE,CV,-4.1083485,-38.400872051362086,1,1,2,2
Distrito de Cabreiro,ITAIÇABA,CV,-4.6162995,-37.83219973361192,1,1,1,1
Trizidela - Monsenhor Tabosa ,MONSENHOR TABOSA,CV,-4.787567,-40.05740396403944,1,1,1,1
Prado - Monsenhor Tabosa ,MONSENHOR TABOSA,CV,-4.7952405,-40.06225397638366,1,1,1,1
Jucás - Monsenhor Tabosa ,MONSENHOR TABOSA,CV,-4.796412500000001,-40.067145963803085,1,1,1,3
Quadra - Monsenhor Tabosa ,MONSENHOR TABOSA,CV,-4.7907025,-40.0600927465733,1,1,1,1
Boa Vista,BATURITE,CV,-4.295187,-38.855854007756136,1,1,1,1
Vila Salete,MOMBAÇA,PCC,-5.7484465,-39.630080258198745,0,1,1,1
Bairro do Pavãozinho,SENADOR POMPEU,PCC,-5.5925725,-39.37994874228916,1,1,1,1
Comunidade Do Avante,ITAPIPOCA,PCC,-3.491655,-39.58262016073449,1,1,1,1
Chora,SAO BENEDITO,PCC,-4.0495505000000005,-40.87358405873644,1,1,2,2
Distrito de Candeia de Baixo,REDENÇÃO,CV,-4.274679,-38.83465104467088,1,1,1,3
Batalhão ,SALITRE,CV,-7.081064,-40.36966914104976,1,1,1,1
Cohab,SALITRE,CV,-7.086262,-40.37268154545454,1,1,1,3
Barragem,SALITRE,CV,-7.0679765,-40.37846887355667,1,1,1,1
SETOR E - PARAIPABA,PARAIPABA,CV,-3.47600725,-39.17556304248168,1,1,3,6
ITANS,ITAPIUNA,CV,-4.60781325,-38.8746562970025,1,1,1,3
Pedrinhas,IBIAPINA,CV,-3.925875,-40.88527074684671,1,1,1,3
Raimundo Linhares,IBIAPINA,CV,-3.922563,-40.89773886693989,0,1,1,1
José Avelino Portela,IBIAPINA,CV,-3.923977,-40.89153411398468,0,1,2,2
Vila Recreio,MOMBAÇA,PCC,-5.739085,-39.62202630383833,1,1,2,6
Pinto Madeira,CRATO,CV,-7.237871999999999,-39.40458301577707,1,1,1,1
Caponga da Bernarda,PINDORETAMA,CV,-4.047810999999999,-38.36417593594801,1,1,6,9
Cajueirinho,BELA CRUZ,CV,-3.0770635000000004,-40.46844984051378,1,1,1,12
Vila Iracema- Mombaça,MOMBAÇA,PCC,-5.750446,-39.63793973580736,1,1,1,1
Bela Vista II- Mauriti,MAURITI,PCC,-7.3757735,-38.76642209951787,1,1,1,1
Setor NH3 - Morada Nova,SÃO JOÃO DO JAGUARIBE,CV,-5.144943,-38.24674640895954,0,1,1,2
João Paulo ll,CANINDÉ,CV,-4.365797000000001,-39.31788524939202,1,1,1,1
Vale do amanhecer,CRATO,CV,-7.2597228,-39.40721675617042,0,1,1,1
Bela vista - Crato,JUAZEIRO DO NORTE,CV,-7.1774465,-39.38654265592602,1,1,1,4
Bairro da Torre,PARACURU,CV,-3.415485,-39.02602995395468,1,1,1,1
Serrote do Piaba ,MERUOCA,PCC,-3.7320865,-40.39207326772031,0,1,1,2
Planalto,PENTECOSTE,CV,-3.7949015,-39.27474035177108,1,1,1,3
Cidade de Ipueiras ,IPUEIRAS,CV,-4.5379345,-40.71876805290879,0,1,3,6
Tibiaquari,BOA VIAGEM,PCC,-5.1261715,-39.72678028886554,1,1,1,1
Favela do Polo,BARROQUINHA,CV,-3.0311195,-41.12967823566038,1,1,1,4
Distrito de Logradouro - Itaiçaba,ITAIÇABA,CV,-4.726433,-37.778326185225694,1,1,1,3
Bairro Miguel de Souza - Guaiuba,GUAIÚBA,CV,-4.046551,-38.63650305390995,1,1,1,1
Ipu Mazagao,URUBURETAMA,CV,-3.5332095,-39.51477659829381,1,1,2,2
Camurupim,TRAIRI,PCC,-3.2888855,-39.29084480277841,0,1,1,1
Manoel Alves Mota,TAUÁ,PCC,-6.0140025,-40.28691754867789,1,1,1,4
Jaime Laurindo,BARROQUINHA,CV,-3.025356,-41.130492411178935,1,1,1,1
Morro do Caboré,ITAREMA,CV,-2.9629380000000003,-39.79557607385121,1,1,2,9
Campo da Espinha,FORTIM,CV,-4.55746,-37.77025485971195,1,1,1,1
Distrito de Vo Terta,GUARACIABA DO NORTE,CV,-4.175031499999999,-40.94466311108049,0,1,4,10
São Sebastião ,AMONTADA,CV,-3.3523305,-39.83384792453271,1,1,1,8
Vila Marizera,JAGUARIBARA,CV,-5.4677395,-38.45280899276983,1,1,3,4
Comunidade Beirada do Rio,FORTIM,CV,-4.55673,-37.774457043650784,1,1,1,1
Ipase,CRATEÚS,CV,-5.18542,-40.66416724813693,1,1,1,1
SITIO GARÇAS - RUSSAS - PCC,QUIXERE,CV,-4.9426845,-37.961777605309145,1,1,1,1
Conjunto Cohab,SENADOR POMPEU,CV,-5.5866765,-39.38184638394496,1,1,3,3
Flores ,AMONTADA,CV,-3.3723645,-39.833449819479526,1,1,1,3
TABULEIRO DO CATAVENTO - RUSSAS - CV,QUIXERE,PCC,-4.923654,-37.982758119732736,1,1,1,1
Mirandinha,SAO BENEDITO,PCC,-4.0452595,-40.876991084926885,1,1,1,1
Boa Vista - Maranguape ,MARANGUAPE,CV,-4.0500915,-38.73729727251705,1,1,2,2
Bairro do Piau,AQUIRAZ,CV,-3.9193805,-38.36892824166529,1,1,1,1
Área Verde,EUSÉBIO,CV,-3.950242,-38.46472992331502,1,1,1,1
Vila Zé augusto - Jaguaruana,JAGUARUANA,CV,-4.842784,-37.7911869676259,0,1,1,1
Campo de Aviação ,CAMOCIM,CV,-3.118908,-40.839123072295024,1,1,1,2
Favela da Cachoeira ,CAMOCIM,CV,-3.1273775,-40.82933917297578,1,1,1,1
Distrito de Taiba,PARACURU,CV,-3.513345,-38.88653545433587,1,1,2,6
Várzea ,MORADA NOVA,TCP/GDE,-5.113097,-38.37252841690981,1,1,1,1
Morro Do Moinho - Paramoti ,PARAMOTI,CV,-4.1028725,-39.24434737794349,0,1,1,4
Serrote - Paramoti ,PARAMOTI,CV,-4.092424,-39.24760929921488,1,1,1,6
MUCAMBINHO,MERUOCA,TCP/GDE,-3.6970983,-40.35676446870579,1,1,1,1
Mongubas - Acaraú ,ACARAÚ,CV,-2.8769645,-40.114586873129255,1,1,1,2
IPIRANGA - RUSSAS ,QUIXERE,CV,-4.947938000000001,-37.986246669032326,0,1,1,1
Planalto Novo- Beberibe,CASCAVEL,CV,-4.1836590000000005,-38.14240391207197,0,1,1,5
Califórnia - Quixadá ,QUIXADA,TCP/GDE,-4.771406499999999,-39.01683274286803,1,1,1,3
Jurema,IBIAPINA,TCP/GDE,-3.940994,-40.92379625,0,1,3,4
Vazantes - Morada Nova,MORADA NOVA,TCP/GDE,-5.100727,-38.33291345376872,1,1,1,3
Parque De Exposições,MORADA NOVA,TCP/GDE,-5.1044345,-38.38757667523685,1,1,3,14
Uiraponga,SÃO JOÃO DO JAGUARIBE,TCP/GDE,-5.2830645,-38.36073418730332,1,1,1,5
CÓRREGO DO SAL,FORTIM,TCP/GDE,-4.3497465,-37.94243051830665,0,1,1,2
BAIXIO,BAIXIO,OKAIDA,-6.7266236,-38.71507900653352,0,0,0,2
Mr2 - João Paulo ll ,BARROSO,CV,-3.823037,-38.5193777270115,0,0,0,0
VOLTA DO SOCÓ / CAMPESTRE DA PENHA,FORTIM,TCP/GDE,-4.34212,-37.93818840451925,0,0,0,1
Comunidade do Cemitério,FORTIM,CV,-4.555369499999999,-37.76914685981309,0,0,0,0
Conjunto José Luna Filho,SÃO LUÍS DO CURU,CV,-3.674629,-39.23380103530752,0,0,0,0
Preaoca,PINDORETAMA,TCP/GDE,-4.085024000000001,-38.35587719889937,0,0,2,6
Jari - Maracanaú,SIQUEIRA,CV,-3.8193475,-38.63062258379432,0,0,0,0
Favela dos Canos,PARQUE SĂO JOSÉ,CV,-3.803023,-38.59263546470588,0,0,0,0
MORRO DOURADO - TCP,BREJO SANTO,TCP/GDE,-7.47185045,-38.977478647521295,0,0,0,0
Rocinha (Complexo do Pirambu),PIRAMBU,CV,-3.710899,-38.55137925600663,0,0,0,0
CIDADE UNIVERSITÁRIA - RUSSAS ,QUIXERE,CV,-4.946251,-37.97454688740815,0,0,0,0
Vila da 6 Q.C,QUINTINO CUNHA,CV,-3.7267795,-38.6017402682016,0,0,0,0
Ilha Dourada ,QUINTINO CUNHA,CV,-3.724744,-38.605321056451615,0,0,0,0
QC,QUINTINO CUNHA,CV,-3.7240585,-38.6036889678334,0,0,0,0
Lagoa - Barbalha,JUAZEIRO DO NORTE,CV,-7.2796615,-39.290750912786606,0,0,0,0
Renê Lucena ll,BREJO SANTO,CV,-7.4816265,-39.00275140012107,0,0,0,0
Raimundo Fernandes,BREJO SANTO,CV,-7.4836825,-39.00879619224072,0,0,1,5
Setor 1 - Morada Nova,MORADA NOVA,TCP/GDE,-5.126215,-38.340856976465616,0,0,1,2
Jardim Novo - Alto santo,ALTO SANTO,TCP/GDE,-5.487707,-38.26170960573825,0,0,3,4
Planalto- Beberibe,CASCAVEL,CV,-4.180161,-38.14354783359136,0,0,0,4
Marinho,HIDROLÂNDIA,CV,-4.411053000000001,-40.4078491170164,0,0,0,1
Progresso,HIDROLÂNDIA,CV,-4.4121115,-40.40203920584489,0,0,0,2
Mororó ,HIDROLÂNDIA,CV,-4.4057815,-40.405667822579446,0,0,0,0
Beco Da Chinesa,AEROLÂNDIA,CV,-3.778868,-38.51720041785968,0,0,0,0
Comunidade da Galileia,ENGENHEIRO LUCIANO CAVALCANTE,CV,-3.772002,-38.48823481459386,0,0,0,0
Comunidade da 25 ,JARDIM DAS OLIVEIRAS,CV,-3.7791165,-38.50423189921223,0,0,0,0
Comunidade Da vela,VARJOTA,CV,-3.742555,-38.48943819964048,0,0,0,0
VILA DOS CARNEIRO - RUSSAS - PCC,QUIXERE,CV,-4.9374995,-37.94684994812872,0,0,0,3
Alto do Bom Princípio ,IPAPORANGA,CV,-4.90517,-40.75757034500074,0,0,0,7
Terra Nova ,CRATEÚS,CV,-5.189593,-40.67349403542609,0,0,0,0
Berra Bode,AQUIRAZ,CV,-3.921465,-38.39313663143808,0,0,0,0
Brasília - Jardim América ,JARDIM AMÉRICA,CV,-3.7513025,-38.537556380992186,0,0,0,0
VDM,CAIS DO PORTO,CV,-3.709533,-38.47094692101911,0,0,0,0
Comunidade dos Pescadores,CAIS DO PORTO,CV,-3.7199835,-38.46579515193515,0,0,0,0
Comunidade do Trilho (Complexo do Vicente Pinzon),MUCURIPE,CV,-3.7248295,-38.47909777780209,0,0,0,0
Beco Da Fumaça ,CAIS DO PORTO,CV,-3.719444,-38.46464925298161,0,0,0,0
TABULEIRO - JAGUARUANA - TDN/MASSA,JAGUARUANA,CV,-4.8362560000000006,-37.77506999525802,0,0,0,2
COHAB - JAGUARUANA - TDN/MASSA,JAGUARUANA,CV,-4.831625,-37.78118340708154,0,0,0,0
CARDEAIS - JAGUARUANA - TDN/MASSA,JAGUARUANA,CV,-4.8541715,-37.81109355461497,0,0,1,1
JUAZEIRO - JAGUARUANA - TDN/MASSA,JAGUARUANA,CV,-4.846658,-37.7839160820316,0,0,0,0
CORREGO DAS MELANCIAS - JAGUARUANA - TDN/MASSA,JAGUARUANA,CV,-4.83692,-37.78865938540396,0,0,0,1
SOCORRO - LIMOEIRO DO NORTE,LIMOEIRO DO NORTE,CV,-5.160368500000001,-38.102371801400736,0,0,2,12
TABULEIRO DA VAQUEJADA -RUSSAS ,QUIXERE,PCC,-4.927158,-37.983991738,0,0,0,0
São José ou Cohab,ASSARÉ,PCC,-6.8619355,-39.87237759055959,0,0,3,3
VILA LOBO,CRATO,PCC,-7.26881805,-39.43485884232148,0,0,1,1
BARREIRAS - RUSSAS ,QUIXERE,CV,-4.931184999999999,-37.99143796308725,0,0,0,0
PLANALTO DA BELA VISTA - RUSSAS ,QUIXERE,CV,-4.9350135,-37.98248225430159,0,0,0,0
CONJUNTO GERARDO MATOSO - RUSSAS ,QUIXERE,CV,-4.93319,-37.98397787091026,0,0,0,0
Comunidade das Areias,PAPICU,CV,-3.74331,-38.47313073688376,0,0,0,0
Comunidade Padre Ciço,ALTO DA BALANÇA,CV,-3.7632185,-38.50790788896848,0,0,0,0
Vila - Piedade,JOAQUIM TÁVORA,CV,-3.747204,-38.51830563709677,0,0,0,0
Pau Melado ,DIONÍSIO TORRES,CV,-3.752994,-38.50221095945946,0,0,0,0
Planalto Mondubim,CONJUNTO ESPERANÇA,CV,-3.8181625,-38.58231623314317,0,0,0,0
Cidade Nova,CIDADE NOVA,CV,-3.8395175,-38.5775659976572,0,0,0,0
Beco do Chocolate,NOVO MONDUBIM,CV,-3.8044585,-38.590389097115725,0,0,0,0
Conjunto Nova União - Mondubim,NOVO MONDUBIM,CV,-3.811969,-38.58052034444445,0,0,0,0
Modumbi ,NOVO MONDUBIM,CV,-3.8075865,-38.58504144680465,0,0,0,0
Beco do Piloto- Aerolândia,ALTO DA BALANÇA,CV,-3.765391,-38.509834048786246,0,0,0,0
Morgado,CRUZ,CV,-2.824955,-40.27708029041132,0,0,0,2
Vilinha,GUADALAJARA,CV,-3.760595,-38.61727876542106,0,0,0,0
Km27,SENADOR POMPEU,CV,-5.5110345,-39.54945891965052,0,0,3,5
Buriti,JOSÉ DE ALENCAR,CV,-3.809489,-38.465143062251,0,0,0,0
Via Urbana,JOSÉ DE ALENCAR,CV,-3.8065085,-38.467906765355806,0,0,0,0
Comunidade Dos Coqueiros - Mucuripe,MUCURIPE,CV,-3.725353,-38.48126482042254,0,0,0,0
Comunidade da Planaltina ,CRATEÚS,CV,-5.1859,-40.68183629769327,0,0,0,3
Fatima ll,CRATEÚS,CV,-5.1880145,-40.67155401350475,0,0,0,0
NOSSA SENHORA DE FATIMA - RUSSAS - PCC,QUIXERE,CV,-4.9397,-37.96352084920518,0,0,0,0
POÇO REDONDO - RUSSAS - PCC,QUIXERE,CV,-4.9332735,-37.94891916788252,0,0,0,0
IPEPACUNHA - RUSSAS,QUIXERE,CV,-4.928243999999999,-37.945241120094536,0,0,1,1
Boa Fé - Redenção,REDENÇÃO,CV,-4.240552,-38.72676063113783,0,0,2,6
laje dos gatos - itaitinga,ITAITINGA,CV,-3.9969735,-38.51768642547496,0,0,0,1
Estádio ,CRATEÚS,CV,-5.169776000000001,-40.66304133095602,0,0,0,0
Carnauba Torta,TRAIRI,CV,-3.290044,-39.25252310385032,0,0,0,4
Comunidade Do Rodão ,DIAS MACÊDO,CV,-3.7820275,-38.51778371645895,0,0,0,0
Bairro Alto do Bode - Itaitinga,PEDRAS,CV,-3.922022,-38.54877445329181,0,0,8,10
Tabuleiro do Cabreiro,ITAIÇABA,CV,-4.6321705,-37.83412816439771,0,0,0,0
Outeiro - Aracati,ITAIÇABA,CV,-4.6428235,-37.786678660650885,0,0,0,1
B2,HORIZONTE,CV,-4.104081,-38.50161110196933,0,0,0,0
Castelhano,CRUZ,CV,-2.8332745,-40.358565713122815,0,0,1,1
Forquilha,FORQUILHA,CV,-2.8845270000000003,-40.5168349554054,0,0,2,7
Alto do Bode,TIANGUA,CV,-3.731804,-40.98668364421965,0,0,0,0
Santa Terezinha,GRANJA,CV,-3.3414945,-40.99268261828651,0,0,0,1
Paraiso,MERUOCA,CV,-3.6728965,-40.33903921784226,0,0,0,0
Viena,DOM LUSTOSA,CV,-3.7475655,-38.58950752591439,0,0,0,0
Putiú,BATURITE,CV,-4.337222,-38.86810764571119,0,0,0,0
